VisitNum,FieldNum,StationNum,VisitType,VisitDate,VisitYear,StationLength,DataSource,Project,SampleType,GPSFileName,LatLongNum,CollDate,CollTime,CollTimeDup,Spacing,ChanCon,SampleID,Comments,VisitResult,VisitResultReason,AssessmentStatus,AssessmentStatusReason,Flow,QHEI,FHR,MSHA,FishSampleCrew,HabitatCrew,DateEntered,VisitNumOld,Source,TapeDown
20101268,07MN045,1556967797,bugs,8/11/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20101269,07MN045,1556967797,bugs,8/11/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20101270,08LM034,2134523726,bugs,8/17/2009,2009,,MPCA,effectiveness,,,,,,,,OC,,sampled as control for 2-stage ditch at 09CD050/09CD053.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101271,90MN009,3051,bugs,8/12/2009,2009,,MPCA,IWM/MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101272,92MN049,3091,bugs,9/22/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101274,96SC017,1599,bugs,8/19/2009,2009,,MPCA,stressor ID,,,115,,,,,NA,,No GPS taken.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101276,98SC015,2618,bugs,8/26/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101277,10UM092,117281632,fish,8/31/2010,2010,245,MPCA,IWM,BIO,10UM092X,8738,,1/0/1900,,,NA,,"Appearance/Suitability index, SCSI, and time fished has not been entered",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,88,,,,,,
20101279,09CD045,2134523912,bugs,8/6/2009,2009,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101280,09CD050,2134523892,bugs,8/6/2009,2009,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101281,09CD076,2134523806,bugs,8/18/2009,2009,,MPCA,IWM,BIO,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101282,09CD085,2134523839,bugs,8/5/2009,2009,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101283,09DM001,1557635932,bugs,9/22/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101287,09MN011,2134523915,bugs,8/11/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101288,09MN012,2134523835,bugs,8/11/2009,2009,,MPCA,IWM/class7,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101289,09MN014,2134523909,bugs,8/12/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101290,09MN021,2134523919,bugs,8/11/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101291,09MN026,2134523903,bugs,8/11/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101293,09MN036,2134523911,bugs,8/11/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101294,09MN042,2134523852,bugs,8/13/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101295,09MN042,2134523852,bugs,8/13/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101296,09MN044,2134523836,bugs,8/10/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101297,09MN046,2134523936,bugs,8/13/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101298,09MN048,2134523905,bugs,8/12/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101299,09MN048,2134523905,bugs,8/12/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101300,09MN050,2134523843,bugs,8/11/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101301,09MN054,2134523900,bugs,8/12/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20101302,09MN056,2134523858,bugs,8/12/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101303,09MN056,2134523858,bugs,8/12/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101304,09MN057,2134523935,bugs,8/12/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101305,09MN059,2134523904,bugs,8/12/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101306,09MN061,2134523922,bugs,8/10/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101307,09MN068,2134523864,bugs,8/11/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101308,09MN069,2134523866,bugs,8/13/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101310,09MN072,2134523853,bugs,8/10/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101311,09MN073,2134523923,bugs,8/10/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101312,09MN075,2134523872,bugs,8/10/2009,2009,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20101313,09MN090,430726957,bugs,9/16/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101314,09MN091,117281675,bugs,9/22/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101315,09MN093,185542890,bugs,9/21/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101316,09MN094,-1192465117,bugs,9/16/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101317,90MN029,3071,bugs,9/21/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101322,09SC006,2134523896,bugs,8/17/2009,2009,,MPCA,IWM,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101324,10SC001,-1642743432,bugs,8/25/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101325,67SC015,1815,bugs,8/25/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,Color Wheel - 150,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101326,78SC001,1833,bugs,8/25/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101327,09UM043,2134524321,bugs,9/11/2009,2009,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101328,09UM044,2134524322,bugs,9/11/2009,2009,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101329,10UM041,117281597,bugs,9/15/2010,2010,,MPCA,biocriteria,,,,,,,,NA,,No true riffles but swift cobble runs were sampled,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101330,09UM083,117281436,bugs,9/15/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,Lots of nice runs; Elodea beds common with good amounts of woody debris,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101331,09UM084,117281437,bugs,9/15/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,Sandy with some gravel,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101332,09UM085,117281438,bugs,9/15/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,Some watercrest beds present (big ones); Deep silt/organic substrate.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101333,09UM086,117281669,bugs,9/18/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,No macrophytes present; crystal clear water; at baseflow (fall) conditions,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101334,09UM087,117281439,bugs,9/21/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,"T.D. = 5.77; talked to land at brown house to NE of site, ok to walk banks; SD GPS point taken on T.D.'s GPS marked as Hill City",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101335,09UM088,117281440,bugs,9/21/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,T.D. = 7.21; DS GPS point taken on T.D.'s GPS marked as Hasty Brook,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101336,09UM089,117281441,bugs,9/23/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,Deep undercuts; purely sand substrate; deep scour pools with undercuts; 2 nice trout curry and caught 1 sculpin; nice flow volume; major excess of filamentous algae (some 30ft long!).,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101337,09UM090,117281670,bugs,10/9/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,"Clear, cold; significant depth variability with deep undercuts common; bur reed; riparian all herbaceous; seems like GP reach",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101338,09SC051,-983785176,bugs,8/25/2009,2009,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101339,07UM029,1556967840,bugs,8/5/2009,2009,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101340,07UM061,1556967871,bugs,8/4/2009,2009,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101341,92MN084,3126,bugs,8/19/2010,2010,,MPCA,MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101342,92MN083,3125,bugs,8/19/2010,2010,,MPCA,MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101343,92MN052,3094,bugs,8/9/2010,2010,,MPCA,IWM/MRAP,,,,,,,,NA,,one major slump/cut.  Color wheel 30,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101344,92MN049,3091,bugs,8/2/2010,2010,,MPCA,IWM/MRAP,,,,,,,,NA,,"Water High, may not be representative.  Color Wheel - 85",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101345,92MN044,3086,bugs,8/2/2010,2010,,MPCA,MRAP,,,,,,,,NA,,"water high at time of sampling, may not be representative  Color Wheel - 70",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101346,92MN033,3075,bugs,8/24/2010,2010,,MPCA,MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101347,92MN030,3072,bugs,8/3/2010,2010,,MPCA,MRAP,,,,,,,,NA,,"High Water, may not be representative.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101348,92MN025,3067,bugs,8/3/2010,2010,,MPCA,MRAP,,,,,,,,NA,,"Water High, may not be a representative sample.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101349,92MN022,3064,bugs,8/3/2010,2010,,MPCA,MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101350,91MN112,3154,bugs,8/2/2010,2010,,MPCA,MRAP,,,,,,,,NA,,pictures of large sediment plane and bank erosion 1-3.  water .3m below normal,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101351,91MN098,3140,bugs,8/19/2010,2010,,MPCA,MRAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101352,91MN098,3140,bugs,8/19/2010,2010,,MPCA,MRAP,,,,,,,,OC,,color wheel 84,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101353,91MN067,3109,bugs,8/18/2010,2010,,MPCA,MRAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101354,91MN065,3107,bugs,8/17/2010,2010,,MPCA,MRAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101355,91MN061,3103,bugs,8/16/2010,2010,,MPCA,MRAP,,,8980,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101356,91MN059,3101,bugs,8/16/2010,2010,,MPCA,MRAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101357,91MN057,3099,bugs,8/17/2010,2010,,MPCA,MRAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101358,91MN056,3098,bugs,8/17/2010,2010,,MPCA,MRAP,,,,,,,,NA,,"very nice bedrock/cobble site, nice red rock",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101359,91MN055,3097,bugs,8/16/2010,2010,,MPCA,MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101360,91MN050,3092,bugs,8/2/2010,2010,,MPCA,IWM/MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101361,91MN016,3058,bugs,8/11/2010,2010,,MPCA,IWM,,,,,,,,OC,,site labelled as 91MN106 in NUVI and atlas,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101362,90MN117,3159,bugs,9/9/2010,2010,,MPCA,MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101363,90MN111,3153,bugs,8/2/2010,2010,,MPCA,MRAP,,,,,,,,NA,,"tape down 13.7.   severe mass wasting going on, whole forest cummunities falling into creek",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101364,90MN099,3141,bugs,8/19/2010,2010,,MPCA,MRAP,,,,,,,,OC,,not a ditch,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101365,90MN063,3105,bugs,8/18/2010,2010,,MPCA,MRAP,,,,,,,,NA,,"banks getting worked over, photos of riffle both banks",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101366,90MN017,3059,bugs,8/10/2010,2010,,MPCA,IWM/MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101367,90MN015,3057,bugs,8/24/2010,2010,,MPCA,MRAP,,,,,,,,NA,,color wheel - 65,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101368,90MN009,3051,bugs,8/23/2010,2010,,MPCA,MRAP/biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101369,90MN004,3046,bugs,8/24/2010,2010,,MPCA,MRAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101372,00UM028,3189,bugs,8/11/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101373,08UM005,2134523357,bugs,8/11/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101374,08UM038,2134523499,bugs,8/11/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101375,08UM039,2134523387,bugs,8/11/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,Heavy amounts of flowering rush and purple loosestrife,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101376,08UM041,2134523371,bugs,8/11/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101377,10UM133,117281657,bugs,8/11/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101378,10UM138,117281662,bugs,8/12/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101379,10UM139,117281663,bugs,8/12/2010,2010,,MPCA,stressor ID,,,,,,,,OC,,"Channel Condition done by GIS, BJL & JS, 12/01/2011.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101380,10UM140,117281664,bugs,9/13/2010,2010,,MPCA,stressor ID,,,,,,,,OC,,"AT ROAD CROSSING, T.D. = 7.82. Channel Condition done by GIS, BJL & JS, 12/01/2011.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101381,10UM145,117281667,bugs,8/12/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,EXCESS DEPOSITION IN RUNS AND POOLS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101386,09UM019,2134524298,bugs,9/22/2010,2010,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101387,09UM050,2134524327,bugs,9/22/2010,2010,,MPCA,class7,,,,,,,,NA,,More of a wetland like stream.  Channel disappears approx. 50 m US of bridege.  Sampled US of bridge but no flagging was found.  Stream was deep and barely wadeable.,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20101388,10UM147,2134524392,bugs,9/22/2010,2010,,MPCA,stressor ID,,,,,,,,OC,,High flows and barely wadeable.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101389,10UM130,117281654,bugs,9/21/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,Low gradient stream that has high flows at the time of sampling,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101390,10UM131,117281655,bugs,9/21/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,Low Gradient stream with no riffles present.  High flows during sampling.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101391,10UM132,117281656,bugs,9/21/2010,2010,,MPCA,stressor ID,,,,,,,,NA,,High flows in low gradient stream.  Sampled between bridge and US flag.  Didn’t see any flags until US so assumed they were missing.  All samples taken US of trib outside sampling reach designated for fish.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101392,10UM140,117281664,bugs,9/21/2010,2010,,MPCA,stressor ID,,,,,,,,OC,,"Channel Condition done by GIS, BJL & JS, 12/01/2011.  Rocky substrate but no riffle sampled.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101393,09UM019,2134524298,bugs,9/22/2010,2010,,MPCA,IWM,BIO,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101398,10UM096,117281634,fish,6/14/2010,2010,150,MPCA,IWM,BIO,10UM096X,8804,,1/0/1900,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,72.69999695,,,,,,
20101406,00UM027,3188,bugs,9/16/2010,2010,,MPCA,IWM,,,,,,,,NA,,Faucet snails (invasive species) were observed at this site. Site was .5 meters above baseflow.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101407,10UM103,117281640,bugs,9/14/2010,2010,,MPCA,IWM,,,,,,,,NA,,Very cold water.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101408,10UM040,117281596,bugs,9/1/2010,2010,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101409,10UM041,117281597,bugs,9/23/2010,2010,,MPCA,IWM,,,,,,,,NA,,"Lot of long filamentous algae in dense clumps on wood and other objects within the reach. Swift flow throughout reach, rock was excel. Smaill cobble/ large gravel. Significant excess filamentous algae.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101410,10UM043,117281598,bugs,8/31/2010,2010,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101414,10UM044,117281599,bugs,8/31/2010,2010,,MPCA,IWM,,,,,,,,NA,,Essentially an all sand channel with large macrophyte beds. .3 m above normal water level. TD (DS culvert)= 4.58,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101416,10UM045,117281600,bugs,9/1/2010,2010,,MPCA,IWM,,,,,,,,NA,,TD= 7.94,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101417,10UM047,117281602,bugs,9/21/2010,2010,,MPCA,IWM,,,,,,,,NA,,TD= 5.21(blue mark),Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101418,10UM053,117281608,bugs,8/31/2010,2010,,MPCA,IWM,,,,,,,,NA,,TD= 3.01,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101423,10UM054,117281609,bugs,8/31/2010,2010,,MPCA,IWM,,,,,,,,NA,,"Stream is low gradient, and has inadequate flow to maintain riffle organisms.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101424,10UM045,117281600,bugs,9/1/2010,2010,,MPCA,IWM,,,,,,,,NA,,Stream is low gradient.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101427,10UM055,117281610,bugs,8/30/2010,2010,,MPCA,IWM,,,,,,,,OC,,TD= 4.40,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101428,10UM057,117281611,bugs,9/1/2010,2010,,MPCA,IWM,,,,,,,,NA,,TD= 2.68,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101430,10UM059,117281612,bugs,9/21/2010,2010,,MPCA,IWM,,,,,,,,OC,,"Site was flagged at this visit. The stream is deep and slow, and flows through a floating sedge.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101432,10UM060,117281613,bugs,8/31/2010,2010,,MPCA,IWM,,,,,,,,NA,,Kevin watched a nice brookie! Photo: GW seep,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101436,10UM061,117281614,bugs,8/31/2010,2010,,MPCA,IWM,,,,,,,,NA,,TD= 2.48,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101437,10UM061,117281614,bugs,8/31/2010,2010,,MPCA,IWM,,,,,,,,NA,,TD= 2.48,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101438,10UM148,2134524775,bugs,8/31/2010,2010,175,MPCA,IWM,,,10352,,,,,NA,,"Visit originally assigned to 10UM064, reassigned 1/9/12 by JS, invert sample collected DS of road crossing because culvert was clogged and US side was very flooded. TD= 4.71 (DS culvert)",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101439,10UM065,117281617,bugs,8/31/2010,2010,,MPCA,IWM,,,,,,,,NA,,Fish visit noted beaver dam 200 m US of sample reach. Lots of filamentous algae on veg. and rocks. Looks like cattle pasturing in and along stream is common in area. TD= 1.64,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101440,10UM070,117281618,bugs,9/1/2010,2010,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101441,10UM071,117281619,bugs,9/1/2010,2010,,MPCA,IWM,,,,,,,,OC,,TD= 2.22,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101442,10UM076,117281621,bugs,9/2/2010,2010,,MPCA,IWM,,,,,,,,OC,,Iron oxide on everything. Very unusual site-ditch through hydric soil. Our nets were stained orange by this site.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101443,10UM077,117281622,bugs,9/2/2010,2010,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101445,10UM078,117281623,bugs,9/21/2010,2010,,MPCA,IWM,,,,,,,,NA,,"Extremely sandy area, lots of GW seeps, somewhat open alder. Very few organisms in nets. TD= 3.59. photos: cattle trampling.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101446,10UM079,117281624,bugs,9/21/2010,2010,,MPCA,IWM,,,,,,,,NA,,"Several ground water seeps, nice wood habitat, and quite incised for its natural setting. TD= 5.70",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101447,10UM087,117281628,bugs,9/20/2010,2010,,MPCA,IWM,,,,,,,,OC,,Good candidate for riparian fencing. Horse pasture on both sides. TD= 4.65,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20101448,10UM090,117281630,bugs,9/20/2010,2010,,MPCA,IWM,,,,,,,,NA,,Fair amount of exposed muck in riparian due to cattle. Very sand dominated with occasional cobble in runs.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
