FishSampleID_IDNR,FishSpeciesCode_IDNR,TaxonSortID,Common_Name,CountOfIndividuals,GearRun_IDNR
11731,BLG,173,bluegill,34,1BE
11731,LOS,176,longear sunfish,3,1BE
11731,ORS,177,orangespotted sunfish,1,1BE
11731,BLD,181,blackside darter,1,1BE
11731,LOP,187,logperch,14,1BE
11731,BAD,195,banded darter,1,1BE
11732,CAP,46,common carp,5,1PE
11732,CCF,123,channel catfish,4,1PE
11732,YEB,125,yellow bullhead,13,1PE
11732,BLB,126,black bullhead,2,1PE
11732,BLC,163,black crappie,5,1PE
11732,LMB,166,largemouth bass,22,1PE
11732,GSF,170,green sunfish,61,1PE
11732,BLG,173,bluegill,57,1PE
11732,ORS,177,orangespotted sunfish,3,1PE
11733,CEM,38,central mudminnow,3,1PE
11733,CAP,46,common carp,1,1PE
11733,YEB,125,yellow bullhead,1,1PE
11733,BLT,143,blackstripe topminnow,2,1PE
11733,LMB,166,largemouth bass,7,1PE
11733,GSF,170,green sunfish,14,1PE
11733,BLG,173,bluegill,10,1PE
11734,CAP,46,common carp,10,1PE
11734,GOS,48,golden shiner,2,1PE
11734,LMB,166,largemouth bass,1,1PE
11734,GSF,170,green sunfish,1,1PE
11734,BLG,173,bluegill,9,1PE
11735,NOP,40,northern pike,3,1PE
11735,CRC,50,creek chub,14,1PE
11735,HOC,52,hornyhead chub,5,1PE
11735,COS,54,central stoneroller,8,1PE
11735,WHS,111,white sucker,1,1PE
11735,BLB,126,black bullhead,2,1PE
11735,BLT,143,blackstripe topminnow,2,1PE
11735,LMB,166,largemouth bass,1,1PE
11735,GSF,170,green sunfish,9,1PE
11735,BLG,173,bluegill,13,1PE
11735,JOD,191,johnny darter,5,1PE
11735,FAD,202,fantail darter,5,1PE
11736,CRC,50,creek chub,128,1ES
11736,HOC,52,hornyhead chub,111,1ES
11736,COS,54,central stoneroller,27,1ES
11736,STS,70,striped shiner,16,1ES
11736,SFS,76,spotfin shiner,11,1ES
11736,FHM,81,fathead minnow,5,1ES
11736,BLS,82,bluntnose minnow,204,1ES
11736,SAS,95,sand shiner,2,1ES
11736,WHS,111,white sucker,113,1ES
11736,YEB,125,yellow bullhead,4,1ES
11736,STC,129,stonecat,2,1ES
11736,BLT,143,blackstripe topminnow,14,1ES
11736,LMB,166,largemouth bass,9,1ES
11736,GSF,170,green sunfish,7,1ES
11736,BLG,173,bluegill,1,1ES
11736,ORS,177,orangespotted sunfish,1,1ES
11736,BLD,181,blackside darter,10,1ES
11736,JOD,191,johnny darter,182,1ES
11737,GZS,20,gizzard shad,4,1BE
11737,CAP,46,common carp,32,1BE
11737,SFS,76,spotfin shiner,23,1BE
11737,BLS,82,bluntnose minnow,24,1BE
11737,WHS,111,white sucker,22,1BE
11737,YEB,125,yellow bullhead,4,1BE
11737,BLB,126,black bullhead,1,1BE
11737,BLT,143,blackstripe topminnow,1,1BE
11737,BLC,163,black crappie,2,1BE
11737,LMB,166,largemouth bass,7,1BE
11737,GSF,170,green sunfish,81,1BE
11737,BLG,173,bluegill,30,1BE
11737,ORS,177,orangespotted sunfish,2,1BE
11738,GOF,45,goldfish,1,1BE
11738,CAP,46,common carp,12,1BE
11738,CGH,46.5,Hybrid common carp x goldlfish,1,1BE
11738,GOS,48,golden shiner,1,1BE
11738,CRC,50,creek chub,8,1BE
11738,CRC,50,creek chub,1,1SH
11738,HOC,52,hornyhead chub,22,1BE
11738,HOC,52,hornyhead chub,1,1SH
11738,SFS,76,spotfin shiner,21,1BE
11738,SFS,76,spotfin shiner,40,1SH
11738,BLS,82,bluntnose minnow,89,1BE
11738,BLS,82,bluntnose minnow,13,1SH
11738,BMS,91,bigmouth shiner,4,1SH
11738,SAS,95,sand shiner,21,1BE
11738,SAS,95,sand shiner,46,1SH
11738,WHS,111,white sucker,65,1BE
11738,WHS,111,white sucker,1,1SH
11738,BLB,126,black bullhead,4,1BE
11738,BLT,143,blackstripe topminnow,1,1SH
11738,BLC,163,black crappie,4,1BE
11738,LMB,166,largemouth bass,10,1BE
11738,GSF,170,green sunfish,1,1BE
11738,BLG,173,bluegill,26,1BE
11738,BLG,173,bluegill,1,1SH
11738,ORS,177,orangespotted sunfish,12,1BE
11738,WAE,178,walleye,1,1BE
11739,CRC,50,creek chub,19,1ES
11739,HOC,52,hornyhead chub,20,1ES
11739,COS,54,central stoneroller,162,1ES
11739,STS,70,striped shiner,1,1ES
11739,SFS,76,spotfin shiner,3,1ES
11739,FHM,81,fathead minnow,30,1ES
11739,BLS,82,bluntnose minnow,191,1ES
11739,BMS,91,bigmouth shiner,6,1ES
11739,SAS,95,sand shiner,19,1ES
11739,WHS,111,white sucker,17,1ES
11739,CCF,123,channel catfish,1,1ES
11739,BLT,143,blackstripe topminnow,1,1ES
11739,GSF,170,green sunfish,2,1ES
11739,BLG,173,bluegill,5,1ES
11739,BLD,181,blackside darter,1,1ES
11739,ROG,208,round goby,32,1ES
11740,GZS,20,gizzard shad,6,1PE
11740,CRC,50,creek chub,38,1PE
11740,HOC,52,hornyhead chub,6,1PE
11740,COS,54,central stoneroller,137,1PE
11740,SFS,76,spotfin shiner,1,1PE
11740,FHM,81,fathead minnow,3,1PE
11740,BLS,82,bluntnose minnow,93,1PE
11740,WHS,111,white sucker,13,1PE
11740,YEB,125,yellow bullhead,4,1PE
11740,BLB,126,black bullhead,9,1PE
11740,LMB,166,largemouth bass,4,1PE
11740,WAM,169,warmouth,1,1PE
11740,GSF,170,green sunfish,33,1PE
11740,BLG,173,bluegill,64,1PE
11740,ORS,177,orangespotted sunfish,1,1PE
11740,BLD,181,blackside darter,6,1PE
11740,JOD,191,johnny darter,5,1PE
11741,HOC,52,hornyhead chub,29,1ES
11741,COS,54,central stoneroller,21,1ES
11741,STS,70,striped shiner,179,1ES
11741,BLS,82,bluntnose minnow,21,1ES
11741,WHS,111,white sucker,3,1ES
11741,YEB,125,yellow bullhead,2,1ES
11741,ROB,165,rock bass,25,1ES
11741,LMB,166,largemouth bass,31,1ES
11741,SMB,168,smallmouth bass,42,1ES
11741,GSF,170,green sunfish,75,1ES
11741,BLG,173,bluegill,19,1ES
11741,JOD,191,johnny darter,5,1ES
11741,ORD,199,orangethroat darter,6,1ES
11742,CRC,50,creek chub,13,1ES
11742,HOC,52,hornyhead chub,42,1ES
11742,COS,54,central stoneroller,63,1ES
11742,STS,70,striped shiner,226,1ES
11742,BLS,82,bluntnose minnow,9,1ES
11742,RYS,97,rosyface shiner,3,1ES
11742,WHS,111,white sucker,14,1ES
11742,YEB,125,yellow bullhead,2,1ES
11742,ROB,165,rock bass,7,1ES
11742,LMB,166,largemouth bass,1,1ES
11742,SMB,168,smallmouth bass,16,1ES
11742,GSF,170,green sunfish,55,1ES
11742,BLG,173,bluegill,6,1ES
11742,JOD,191,johnny darter,13,1ES
11742,ORD,199,orangethroat darter,8,1ES
11743,CRC,50,creek chub,7,1ES
11743,HOC,52,hornyhead chub,32,1ES
11743,COS,54,central stoneroller,77,1ES
11743,STS,70,striped shiner,486,1ES
11743,RDS,72,redfin shiner,29,1ES
11743,SFS,76,spotfin shiner,1,1ES
11743,BLS,82,bluntnose minnow,179,1ES
11743,SAS,95,sand shiner,2,1ES
11743,WHS,111,white sucker,69,1ES
11743,GOR,121,golden redhorse,4,1ES
11743,CCF,123,channel catfish,1,1ES
11743,YEB,125,yellow bullhead,4,1ES
11743,BLB,126,black bullhead,1,1ES
11743,SLM,132,slender madtom,1,1ES
11743,BLT,143,blackstripe topminnow,1,1ES
11743,ROB,165,rock bass,23,1ES
11743,LMB,166,largemouth bass,2,1ES
11743,SMB,168,smallmouth bass,4,1ES
11743,GSF,170,green sunfish,2,1ES
11743,BLG,173,bluegill,1,1ES
11743,LOS,176,longear sunfish,50,1ES
11743,BLD,181,blackside darter,26,1ES
11743,SHD,186,slenderhead darter,1,1ES
11743,JOD,191,johnny darter,25,1ES
11743,FAD,202,fantail darter,8,1ES
11744,CRC,50,creek chub,24,1ES
11744,HOC,52,hornyhead chub,17,1ES
11744,COS,54,central stoneroller,164,1ES
11744,STS,70,striped shiner,159,1ES
11744,BLS,82,bluntnose minnow,30,1ES
11744,SAS,95,sand shiner,1,1ES
11744,WHS,111,white sucker,4,1ES
11744,YEB,125,yellow bullhead,1,1ES
11744,ROB,165,rock bass,4,1ES
11744,SMB,168,smallmouth bass,9,1ES
11744,GSF,170,green sunfish,8,1ES
11744,BLG,173,bluegill,1,1ES
11744,LOS,176,longear sunfish,11,1ES
11744,BLD,181,blackside darter,8,1ES
11744,JOD,191,johnny darter,13,1ES
11744,ORD,199,orangethroat darter,9,1ES
11744,FAD,202,fantail darter,11,1ES
11770,LOG,13,longnose gar,1,1BE
11770,LOG,13,longnose gar,1,2BE
11770,GZS,20,gizzard shad,8,1BE
11770,GZS,20,gizzard shad,80,2BE
11770,CAP,46,common carp,1,1BE
11770,CAP,46,common carp,1,2BE
11770,SFS,76,spotfin shiner,7,1BE
11770,SFS,76,spotfin shiner,123,1SH
11770,SFS,76,spotfin shiner,24,2BE
11770,BLS,82,bluntnose minnow,7,1SH
11770,BLS,82,bluntnose minnow,7,2BE
11770,BUM,83,bullhead minnow,3,1BE
11770,BUM,83,bullhead minnow,2,2BE
11770,EMS,85,emerald shiner,5,1SH
11770,EMS,85,emerald shiner,2,2BE
11770,SAS,95,sand shiner,1,1BE
11770,SAS,95,sand shiner,80,1SH
11770,SAS,95,sand shiner,11,2BE
11770,RYS,97,rosyface shiner,1,1SH
11770,MMS,101,mimic shiner,2,1BE
11770,MMS,101,mimic shiner,13,1SH
11770,MMS,101,mimic shiner,4,2BE
11770,SAB,105,smallmouth buffalo,1,1BE
11770,BKB,106,black buffalo,1,2BE
11770,ULL,107,quillback,2,2BE
11770,RVC,108,river carpsucker,1,2BE
11770,NHS,116,northern hog sucker,1,1SH
11770,NHS,116,northern hog sucker,3,2BE
11770,RVR,118,river redhorse,3,2BE
11770,SHR,119,shorthead redhorse,6,1BE
11770,SHR,119,shorthead redhorse,10,2BE
11770,BLR,120,black redhorse,1,1BE
11770,BLR,120,black redhorse,1,2BE
11770,GOR,121,golden redhorse,14,1BE
11770,GOR,121,golden redhorse,74,2BE
11770,CCF,123,channel catfish,1,1BE
11770,CCF,123,channel catfish,4,2BE
11770,BRS,146,brook silverside,3,2BE
11770,WHC,164,white crappie,1,1BE
11770,ROB,165,rock bass,1,1BE
11770,LMB,166,largemouth bass,4,1BE
11770,LMB,166,largemouth bass,7,2BE
11770,SMB,168,smallmouth bass,3,1BE
11770,SMB,168,smallmouth bass,1,1SH
11770,SMB,168,smallmouth bass,11,2BE
11770,BLG,173,bluegill,1,2BE
11770,RSF,174,redear sunfish,2,2BE
11770,LOS,176,longear sunfish,7,2BE
11770,ORS,177,orangespotted sunfish,1,2BE
11770,WAE,178,walleye,1,1BE
11770,WAE,178,walleye,3,2BE
11770,SAR,179,sauger,1,2BE
11770,SHD,186,slenderhead darter,3,2BE
11770,LOP,187,logperch,9,1BE
11770,LOP,187,logperch,2,1SH
11770,LOP,187,logperch,24,2BE
11770,BAD,195,banded darter,2,2BE
11770,FRD,207,freshwater drum,3,1BE
11770,FRD,207,freshwater drum,13,2BE
11770,ROG,208,round goby,1,1BE
11770,ROG,208,round goby,1,2BE
11771,GZS,20,gizzard shad,1,1BE
11771,GRP,39,grass pickerel,2,1SH
11771,GRP,39,grass pickerel,1,2BE
11771,NOP,40,northern pike,2,1BE
11771,NOP,40,northern pike,5,2BE
11771,CAP,46,common carp,4,1BE
11771,CAP,46,common carp,4,2BE
11771,STS,70,striped shiner,27,1SH
11771,SFS,76,spotfin shiner,6,1BE
11771,SFS,76,spotfin shiner,313,1SH
11771,SFS,76,spotfin shiner,4,2BE
11771,FHM,81,fathead minnow,1,1SH
11771,BLS,82,bluntnose minnow,4,1BE
11771,BLS,82,bluntnose minnow,44,1SH
11771,BLS,82,bluntnose minnow,2,2BE
11771,BUM,83,bullhead minnow,1,1SH
11771,SAS,95,sand shiner,6,1SH
11771,SAS,95,sand shiner,1,2BE
11771,RYS,97,rosyface shiner,21,1SH
11771,MMS,101,mimic shiner,12,1SH
11771,MMS,101,mimic shiner,6,2BE
11771,HFC,109,highfin carpsucker,1,1BE
11771,SDS,113,spotted sucker,29,1SH
11771,NHS,116,northern hog sucker,5,1BE
11771,RVR,118,river redhorse,3,1BE
11771,RVR,118,river redhorse,7,2BE
11771,SHR,119,shorthead redhorse,83,1BE
11771,SHR,119,shorthead redhorse,1,1SH
11771,SHR,119,shorthead redhorse,44,2BE
11771,BLR,120,black redhorse,1,1BE
11771,BLR,120,black redhorse,1,2BE
11771,GOR,121,golden redhorse,8,1BE
11771,GOR,121,golden redhorse,2,2BE
11771,SVR,122,silver redhorse,1,1BE
11771,SVR,122,silver redhorse,1,1SH
11771,SVR,122,silver redhorse,1,2BE
11771,CCF,123,channel catfish,9,1BE
11771,CCF,123,channel catfish,6,2BE
11771,BRS,146,brook silverside,2,1BE
11771,BLC,163,black crappie,16,1SH
11771,ROB,165,rock bass,2,1BE
11771,ROB,165,rock bass,2,2BE
11771,LMB,166,largemouth bass,1,1SH
11771,LMB,166,largemouth bass,2,2BE
11771,SMB,168,smallmouth bass,21,1BE
11771,SMB,168,smallmouth bass,14,2BE
11771,GSF,170,green sunfish,1,1BE
11771,GSF,170,green sunfish,1,1SH
11771,GSF,170,green sunfish,3,2BE
11771,BLG,173,bluegill,2,1BE
11771,BLG,173,bluegill,3,2BE
11771,LOS,176,longear sunfish,3,2BE
11771,WAE,178,walleye,1,1BE
11771,SHD,186,slenderhead darter,1,1BE
11771,LOP,187,logperch,2,1BE
11771,LOP,187,logperch,1,2BE
11772,LOG,13,longnose gar,1,1SH
11772,GRP,39,grass pickerel,19,1SH
11772,NOP,40,northern pike,3,1SH
11772,CAP,46,common carp,1,1BE
11772,CAP,46,common carp,9,2BE
11772,GOS,48,golden shiner,1,1BE
11772,GOS,48,golden shiner,9,1SH
11772,RDS,72,redfin shiner,6,1SH
11772,SFS,76,spotfin shiner,5,1BE
11772,SFS,76,spotfin shiner,23,1SH
11772,SFS,76,spotfin shiner,7,2BE
11772,BLS,82,bluntnose minnow,2,1BE
11772,BLS,82,bluntnose minnow,38,1SH
11772,BLS,82,bluntnose minnow,3,2BE
11772,BGB,104,bigmouth buffalo,4,1BE
11772,SAB,105,smallmouth buffalo,2,1BE
11772,SAB,105,smallmouth buffalo,1,2BE
11772,ULL,107,quillback,3,1BE
11772,ULL,107,quillback,2,2BE
11772,RVC,108,river carpsucker,1,1BE
11772,RVC,108,river carpsucker,2,2BE
11772,CCS,114,creek chubsucker,6,1SH
11772,RVR,118,river redhorse,2,1BE
11772,RVR,118,river redhorse,1,2BE
11772,SHR,119,shorthead redhorse,6,1BE
11772,SHR,119,shorthead redhorse,5,2BE
11772,GOR,121,golden redhorse,2,1BE
11772,GOR,121,golden redhorse,8,2BE
11772,SVR,122,silver redhorse,3,1BE
11772,SVR,122,silver redhorse,4,2BE
11772,CCF,123,channel catfish,2,2BE
11772,TPM,130,tadpole madtom,5,1SH
11772,PRP,137,pirate perch,6,1SH
11772,BAK,140,banded killifish,3,1SH
11772,SHT,142,starhead topminnow,3,1SH
11772,BLT,143,blackstripe topminnow,9,1SH
11772,BRS,146,brook silverside,11,1SH
11772,BLC,163,black crappie,116,1SH
11772,BLC,163,black crappie,3,2BE
11772,WHC,164,white crappie,1,1BE
11772,LMB,166,largemouth bass,2,1BE
11772,LMB,166,largemouth bass,46,1SH
11772,LMB,166,largemouth bass,6,2BE
11772,WAM,169,warmouth,1,1SH
11772,BLG,173,bluegill,8,1BE
11772,BLG,173,bluegill,2,2BE
11772,LOS,176,longear sunfish,19,1SH
11772,LOS,176,longear sunfish,1,2BE
11772,ORS,177,orangespotted sunfish,1,1SH
11772,JOD,191,johnny darter,2,1SH
11773,LOG,13,longnose gar,1,1BE
11773,LOG,13,longnose gar,1,2BE
11773,CAP,46,common carp,5,1BE
11773,CAP,46,common carp,3,2BE
11773,HOC,52,hornyhead chub,6,1SH
11773,HOC,52,hornyhead chub,1,2BE
11773,COS,54,central stoneroller,2,1SH
11773,STS,70,striped shiner,10,1SH
11773,SFS,76,spotfin shiner,7,1BE
11773,SFS,76,spotfin shiner,6,1SH
11773,SFS,76,spotfin shiner,3,2BE
11773,BLS,82,bluntnose minnow,9,1SH
11773,SAS,95,sand shiner,18,1SH
11773,RYS,97,rosyface shiner,12,1SH
11773,MMS,101,mimic shiner,3,1BE
11773,MMS,101,mimic shiner,54,1SH
11773,MMS,101,mimic shiner,7,2BE
11773,ULL,107,quillback,1,1BE
11773,ULL,107,quillback,1,2BE
11773,NHS,116,northern hog sucker,3,1BE
11773,NHS,116,northern hog sucker,12,2BE
11773,RVR,118,river redhorse,2,1BE
11773,RVR,118,river redhorse,6,2BE
11773,SHR,119,shorthead redhorse,10,1BE
11773,SHR,119,shorthead redhorse,19,2BE
11773,BLR,120,black redhorse,3,1BE
11773,BLR,120,black redhorse,3,2BE
11773,GOR,121,golden redhorse,24,1BE
11773,GOR,121,golden redhorse,26,2BE
11773,SVR,122,silver redhorse,1,1BE
11773,SVR,122,silver redhorse,1,2BE
11773,CCF,123,channel catfish,18,1BE
11773,CCF,123,channel catfish,5,2BE
11773,STC,129,stonecat,4,2BE
11773,ROB,165,rock bass,1,1BE
11773,LMB,166,largemouth bass,7,1SH
11773,SMB,168,smallmouth bass,11,1BE
11773,SMB,168,smallmouth bass,2,1SH
11773,SMB,168,smallmouth bass,21,2BE
11773,LOS,176,longear sunfish,2,1SH
11773,LOS,176,longear sunfish,3,2BE
11773,WAE,178,walleye,2,1BE
11773,LOP,187,logperch,3,2BE
11773,FRD,207,freshwater drum,1,1BE
11774,ABL,5,American brook lamprey,1,1BE
11774,GRP,39,grass pickerel,2,1SH
11774,NOP,40,northern pike,1,1BE
11774,NOP,40,northern pike,6,2BE
11774,CAP,46,common carp,1,1BE
11774,CAP,46,common carp,4,2BE
11774,SFS,76,spotfin shiner,8,1BE
11774,SFS,76,spotfin shiner,17,1SH
11774,SFS,76,spotfin shiner,38,2BE
11774,BLS,82,bluntnose minnow,8,1BE
11774,BLS,82,bluntnose minnow,2,1SH
11774,BLS,82,bluntnose minnow,31,2BE
11774,BUM,83,bullhead minnow,1,1BE
11774,SAS,95,sand shiner,2,1BE
11774,SAS,95,sand shiner,5,1SH
11774,SAS,95,sand shiner,10,2BE
11774,RYS,97,rosyface shiner,2,2BE
11774,ULL,107,quillback,1,1BE
11774,ULL,107,quillback,2,2BE
11774,SDS,113,spotted sucker,2,1BE
11774,SDS,113,spotted sucker,1,1SH
11774,NHS,116,northern hog sucker,1,2BE
11774,RVR,118,river redhorse,3,1BE
11774,SHR,119,shorthead redhorse,16,1BE
11774,SHR,119,shorthead redhorse,7,2BE
11774,BLR,120,black redhorse,1,1BE
11774,GOR,121,golden redhorse,12,1BE
11774,GOR,121,golden redhorse,13,2BE
11774,SVR,122,silver redhorse,3,1BE
11774,SVR,122,silver redhorse,5,2BE
11774,CCF,123,channel catfish,13,1BE
11774,CCF,123,channel catfish,11,2BE
11774,BLT,143,blackstripe topminnow,1,1SH
11774,BRS,146,brook silverside,4,1SH
11774,BRS,146,brook silverside,4,2BE
11774,BLC,163,black crappie,4,1BE
11774,ROB,165,rock bass,2,1BE
11774,ROB,165,rock bass,2,2BE
11774,LMB,166,largemouth bass,1,1BE
11774,LMB,166,largemouth bass,2,1SH
11774,LMB,166,largemouth bass,1,2BE
11774,SMB,168,smallmouth bass,1,1BE
11774,SMB,168,smallmouth bass,15,2BE
11774,GSF,170,green sunfish,3,2BE
11774,BLG,173,bluegill,1,1BE
11774,BLG,173,bluegill,8,2BE
11774,LOS,176,longear sunfish,3,1BE
11774,LOS,176,longear sunfish,5,1SH
11774,LOS,176,longear sunfish,26,2BE
11774,WAE,178,walleye,1,2BE
11775,GZS,20,gizzard shad,1,1BE
11775,GZS,20,gizzard shad,4,2BE
11775,CAP,46,common carp,1,2BE
11775,SUM,56,suckermouth minnow,1,1BE
11775,SFS,76,spotfin shiner,23,1BE
11775,SFS,76,spotfin shiner,176,1SH
11775,SFS,76,spotfin shiner,25,2BE
11775,BLS,82,bluntnose minnow,13,1BE
11775,BLS,82,bluntnose minnow,5,1SH
11775,BLS,82,bluntnose minnow,4,2BE
11775,SAS,95,sand shiner,31,1BE
11775,SAS,95,sand shiner,5,1SH
11775,RYS,97,rosyface shiner,4,1SH
11775,MMS,101,mimic shiner,16,1BE
11775,MMS,101,mimic shiner,1,1SH
11775,MMS,101,mimic shiner,14,2BE
11775,ULL,107,quillback,2,1BE
11775,ULL,107,quillback,4,2BE
11775,NHS,116,northern hog sucker,3,1BE
11775,NHS,116,northern hog sucker,2,2BE
11775,SHR,119,shorthead redhorse,16,1BE
11775,SHR,119,shorthead redhorse,35,2BE
11775,GOR,121,golden redhorse,22,1BE
11775,GOR,121,golden redhorse,6,2BE
11775,CCF,123,channel catfish,1,1BE
11775,CCF,123,channel catfish,4,2BE
11775,BLT,143,blackstripe topminnow,1,1BE
11775,ROB,165,rock bass,2,1BE
11775,LMB,166,largemouth bass,2,1BE
11775,LMB,166,largemouth bass,2,1SH
11775,SMB,168,smallmouth bass,5,1BE
11775,SMB,168,smallmouth bass,18,2BE
11775,GSF,170,green sunfish,2,1BE
11775,BLG,173,bluegill,6,1BE
11775,BLG,173,bluegill,1,1SH
11775,LOS,176,longear sunfish,1,1BE
11775,WAE,178,walleye,1,2BE
11775,BLD,181,blackside darter,1,1BE
11775,LOP,187,logperch,1,2BE
11775,BAD,195,banded darter,6,1BE
11775,FRD,207,freshwater drum,1,2BE
11776,GRP,39,grass pickerel,2,1BE
11776,STS,70,striped shiner,20,1SH
11776,RDS,72,redfin shiner,8,1SH
11776,SFS,76,spotfin shiner,62,1BE
11776,SFS,76,spotfin shiner,176,1SH
11776,SFS,76,spotfin shiner,20,2BE
11776,BLS,82,bluntnose minnow,3,1BE
11776,BLS,82,bluntnose minnow,2,1SH
11776,BLS,82,bluntnose minnow,4,2BE
11776,BUM,83,bullhead minnow,1,2BE
11776,SAS,95,sand shiner,16,1SH
11776,SAS,95,sand shiner,1,2BE
11776,RYS,97,rosyface shiner,7,1BE
11776,RYS,97,rosyface shiner,52,1SH
11776,RYS,97,rosyface shiner,1,2BE
11776,MMS,101,mimic shiner,32,1BE
11776,MMS,101,mimic shiner,146,1SH
11776,MMS,101,mimic shiner,15,2BE
11776,BGB,104,bigmouth buffalo,1,2BE
11776,NHS,116,northern hog sucker,1,1SH
11776,NHS,116,northern hog sucker,3,2BE
11776,RVR,118,river redhorse,1,1BE
11776,RVR,118,river redhorse,6,2BE
11776,SHR,119,shorthead redhorse,1,1BE
11776,SHR,119,shorthead redhorse,5,2BE
11776,BLR,120,black redhorse,3,1BE
11776,BLR,120,black redhorse,10,2BE
11776,GOR,121,golden redhorse,7,1BE
11776,GOR,121,golden redhorse,37,2BE
11776,SVR,122,silver redhorse,2,1BE
11776,SVR,122,silver redhorse,3,2BE
11776,CCF,123,channel catfish,1,1BE
11776,CCF,123,channel catfish,5,2BE
11776,FCF,128,flathead catfish,1,2BE
11776,ROB,165,rock bass,15,1BE
11776,ROB,165,rock bass,1,1SH
11776,ROB,165,rock bass,11,2BE
11776,LMB,166,largemouth bass,2,1BE
11776,LMB,166,largemouth bass,3,1SH
11776,LMB,166,largemouth bass,6,2BE
11776,SMB,168,smallmouth bass,8,1BE
11776,SMB,168,smallmouth bass,9,2BE
11776,GSF,170,green sunfish,1,2BE
11776,BLG,173,bluegill,1,1BE
11776,BLG,173,bluegill,1,1SH
11776,BLG,173,bluegill,4,2BE
11776,LOS,176,longear sunfish,26,1BE
11776,LOS,176,longear sunfish,1,1SH
11776,LOS,176,longear sunfish,28,2BE
11776,ORS,177,orangespotted sunfish,2,1BE
11776,ORS,177,orangespotted sunfish,3,2BE
11776,WAE,178,walleye,8,1BE
11776,WAE,178,walleye,2,2BE
11776,BLD,181,blackside darter,1,1BE
11776,BLD,181,blackside darter,3,2BE
11776,SHD,186,slenderhead darter,2,1BE
11776,SHD,186,slenderhead darter,2,2BE
11776,LOP,187,logperch,8,2BE
11776,BAD,195,banded darter,2,1BE
11776,BAD,195,banded darter,20,1SH
11776,FRD,207,freshwater drum,4,2BE
11777,GRP,39,grass pickerel,1,1SH
11777,NOP,40,northern pike,1,2BE
11777,CAP,46,common carp,1,1BE
11777,SFS,76,spotfin shiner,20,1BE
11777,SFS,76,spotfin shiner,70,1SH
11777,SFS,76,spotfin shiner,6,2BE
11777,BLS,82,bluntnose minnow,4,1BE
11777,BLS,82,bluntnose minnow,38,1SH
11777,BLS,82,bluntnose minnow,7,2BE
11777,SAS,95,sand shiner,13,1BE
11777,SAS,95,sand shiner,25,1SH
11777,SAS,95,sand shiner,1,2BE
11777,MMS,101,mimic shiner,1,1BE
11777,MMS,101,mimic shiner,1,2BE
11777,SAB,105,smallmouth buffalo,2,2BE
11777,ULL,107,quillback,6,1BE
11777,ULL,107,quillback,2,2BE
11777,WHS,111,white sucker,1,2BE
11777,NHS,116,northern hog sucker,1,1BE
11777,NHS,116,northern hog sucker,1,2BE
11777,RVR,118,river redhorse,1,1BE
11777,RVR,118,river redhorse,3,2BE
11777,SHR,119,shorthead redhorse,29,1BE
11777,SHR,119,shorthead redhorse,25,2BE
11777,GOR,121,golden redhorse,20,1BE
11777,GOR,121,golden redhorse,7,2BE
11777,SVR,122,silver redhorse,4,1BE
11777,CCF,123,channel catfish,7,1BE
11777,CCF,123,channel catfish,2,2BE
11777,MOF,145,mosquitofish,1,1SH
11777,BRS,146,brook silverside,1,1SH
11777,ROB,165,rock bass,1,1BE
11777,LMB,166,largemouth bass,1,1BE
11777,LMB,166,largemouth bass,5,1SH
11777,LMB,166,largemouth bass,5,2BE
11777,SMB,168,smallmouth bass,7,1BE
11777,SMB,168,smallmouth bass,1,2BE
11777,GSF,170,green sunfish,6,2BE
11777,BLG,173,bluegill,1,1BE
11777,BLG,173,bluegill,1,1SH
11777,BLG,173,bluegill,1,2BE
11777,LOS,176,longear sunfish,3,1BE
11777,LOS,176,longear sunfish,11,1SH
11777,LOS,176,longear sunfish,15,2BE
11777,ORS,177,orangespotted sunfish,1,1BE
11777,WAE,178,walleye,3,1BE
11777,WAE,178,walleye,2,2BE
11777,BLD,181,blackside darter,1,1SH
11777,SHD,186,slenderhead darter,1,1SH
11777,SHD,186,slenderhead darter,3,2BE
11777,LOP,187,logperch,3,2BE
11777,JOD,191,johnny darter,6,1SH
11777,JOD,191,johnny darter,5,2BE
11778,LOG,13,longnose gar,9,1BE
11778,LOG,13,longnose gar,3,2BE
11778,GZS,20,gizzard shad,6,1BE
11778,GZS,20,gizzard shad,4,2BE
11778,CAP,46,common carp,2,2BE
11778,COS,54,central stoneroller,1,1SH
11778,SFS,76,spotfin shiner,294,1SH
11778,BLS,82,bluntnose minnow,8,1SH
11778,BUM,83,bullhead minnow,13,1SH
11778,EMS,85,emerald shiner,5,1SH
11778,SAS,95,sand shiner,60,1SH
11778,RYS,97,rosyface shiner,1,1SH
11778,MMS,101,mimic shiner,94,1SH
11778,SAB,105,smallmouth buffalo,3,1BE
11778,SAB,105,smallmouth buffalo,9,2BE
11778,ULL,107,quillback,1,2BE
11778,NHS,116,northern hog sucker,4,1BE
11778,NHS,116,northern hog sucker,8,2BE
11778,RVR,118,river redhorse,1,1BE
11778,RVR,118,river redhorse,5,2BE
11778,SHR,119,shorthead redhorse,12,1BE
11778,SHR,119,shorthead redhorse,31,2BE
11778,BLR,120,black redhorse,17,1BE
11778,BLR,120,black redhorse,7,2BE
11778,GOR,121,golden redhorse,16,1BE
11778,GOR,121,golden redhorse,1,1SH
11778,GOR,121,golden redhorse,29,2BE
