FieldNum,WBName,Location,LAT8xDD,LON8xDD,County,State,DrainSqMi,Gradient,HUC8,HUC8_name,HUC10,HUC11,HUC12,Group_ID,Group_name,Basin,Reference,EcoLevel3,EcoLevel3Name,EcoLevel4,Province,Section,Subsection,PhysioProv,PhysioSect,DNRFisheries_area,Comments,FishRegion,FishClass,FishClassName,InvertClass,InvertClassName,AgPercent,RangePercent,AgRangePercent,UrbanPercent,ForestPercent,WetlandPercent,WaterPercent,MiningPercent,DisturbedPercent,TotalPercent,LUSource,TotalScore_Combined
06SC015,St Croix River,"Downstream of Hwy 48, 7 miles SW of Dansbury.  In St. Croix State Park",45.97870881,-92.5361184,Pine,MN,2394.526321,0.147200003,07030001,Upper St. Croix River,0703000112,07030001057,070300011203,0703000112-01,Chases Brook-Saint Croix River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1.8,8,9.8,3.3,68,14.4,4.5,0,13.1,100,nlcd2001,75.02283004
06SC016,Little Bremen Creek,"Downstream of CR 41, 6 miles NW of Rutledge",46.28861469,-93.015906,Pine,MN,16.80853276,5.885700226,07030003,Kettle River,0703000304,07030003100,070300030404,0703000304-01,Pine River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,6,Northern Headwaters,,,0.5,18.1,18.6,2,65.1,14.2,0.1,0,20.6,100,nlcd2001,73.14920736
06SC017,St Croix River,"Downstream of Hwy 243, just N. of Otisville",45.25977686,-92.76209945,Washington,MN,6318.768467,0.473800004,07030005,Lower St. Croix River,0703000509,07030005340,070300050903,0703000509-01,Big Marine Lake-Saint Croix River,SC,TRUE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,1,Southern Rivers,1,Northern Forest Rivers,6.5,16.7,23.2,3.8,55.4,14.2,3.3,0,27,99.9,nlcd2001,65.02946938
06SC018,Trib. to Mud Creek,"Downstream of CR 73, 1 mile N of Quamba",45.941911,-93.16702456,Kanabec,MN,8.88478229,1.272099972,07030004,Snake River,0703000406,07030004080,070300040602,0703000406-01,Mud Creek,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,3.9,35.9,39.8,3.4,39.5,16.9,0.4,0,43.2,100,nlcd2001,51.47616721
06SC019,Sand Creek,13miles NE of Pine City In St. Croix State Park,45.9408539,-92.66513073,Pine,MN,111.0285406,0.847599983,07030001,Upper St. Croix River,0703000110,07030001120,070300011005,0703000110-01,Sand Creek,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,5,Northern Streams,3,Northern Forest Streams RR,3.5,16.7,20.2,2,61.1,16.4,0.2,0,22.2,99.9,nlcd2001,71.00765546
06SC020,Kettle River,"Downstream of CR 61, in Rutledge",46.26352816,-92.85984923,Pine,MN,656.5206973,0.246800005,07030003,Kettle River,0703000306,07030003080,070300030601,0703000306-01,Lower Kettle River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1.3,15,16.3,3.2,57.6,21,1.9,0,19.5,100,nlcd2001,69.06130438
06SC021,Sunrise River,"Downstream of Hwy 95, 2 miles S. of Sunrise",45.51703896,-92.85295623,Chisago,MN,276.0531592,0.870899975,07030005,Lower St. Croix River,0703000504,07030005230,070300050408,0703000504-01,Lower Sunrise River,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,5,Northern Streams,5,Southern Streams RR,19.4,22,41.4,7.8,24.8,16.7,9.3,0,49.2,100,nlcd2001,59.37255769
06SC022,Chelsey Brook,"Upstream of CR 85, 5 miles SW of Giese",46.15444195,-93.15853863,Kanabec,MN,26.1873403,0.855799973,07030004,Snake River,0703000401,07030004020,070300040108,0703000401-01,Upper Snake River,SC,TRUE,50,NLF,50b,212,212K,212Kb,12,12b,Hinckley Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,0.4,9.3,9.7,1.3,75.9,12.8,0.2,0,11,99.9,nlcd2001,72.13509658
06SC023,Rock Creek,"Downstream of CR 104, 4 miles NE of Rush City",45.73489781,-92.9283957,Pine,MN,50.06003676,0.746800005,07030005,Lower St. Croix River,0703000502,07030005170,070300050202,0703000502-04,Rock Creek,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,5,Northern Streams,5,Southern Streams RR,38.3,41.9,80.2,6.2,10.2,3.2,0.3,0,86.4,100.1,nlcd2001,56.52065223
06SC024,Willow River,"Downstream of CR 47, 2 miles NW of Kerrick",46.36840948,-92.62488189,Pine,MN,43.13834475,3.003799915,07030003,Kettle River,0703000303,07030003090,070300030301,0703000303-01,Willow River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,0.8,9.3,10.1,2.4,53.4,32,2.1,0,12.5,100,nlcd2001,77.45338279
06SC026,Trib. to Snake River,"Downstream of I-35, 1 mi. NW of Pine City",45.83814838,-92.98738214,Pine,MN,,,07030004,Snake River,0703000408,07030004090,070300040803,0703000408-01,Lower Snake River,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC027,Hay Creek,"0.5 mile E. of Gandy Dancer State Trail, 2 miles N. of Kingsdale in Nemadji State Forest",46.27268927,-92.30510851,Pine,MN,11.84183042,0.780300021,07030001,Upper St. Croix River,0703000106,07030001065,070300010604,0703000106-02,Hay Creek,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,6,Northern Headwaters,3,Northern Forest Streams RR,0.4,3.8,4.2,1,47.9,46.7,0.2,0,5.2,100,nlcd2001,78.75387553
06SC028,Moose Horn River,"Upstream of CR 144, 1 mile NE of Mahtowa",46.59467612,-92.60450874,Carlton,MN,19.06445045,2.53640008,07030003,Kettle River,0703000302,07030003070,070300030201,0703000302-01,Moose Horn River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Duluth Area,,North,11,Northern Coldwater,8,Northern Coldwater,0.4,11.1,11.5,3.3,65.1,18.5,1.6,0,14.8,100,nlcd2001,77.58423215
06SC029,"Groundhouse River, West Fork","1/2 mile N. of CR 116, 9 miles NE of Milaca",45.89459805,-93.57687359,Mille Lacs,MN,19.86333443,0.777800024,07030004,Snake River,0703000404,07030004060,070300040401,0703000404-01,Groundhouse River,SC,TRUE,50,NLF,50b,212,212K,212Kb,12,12b,Little Falls Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,3,Northern Forest Streams RR,1.8,7.7,9.5,1.3,59.4,29.6,0.2,0,10.8,100,nlcd2001,71.21662602
06SC030,Sand Creek,"Downstream of CR 30, 6 miles SE of Sandstone",46.08251368,-92.71453848,Pine,MN,64.03894263,2.88499999,07030001,Upper St. Croix River,0703000110,07030001120,070300011005,0703000110-01,Sand Creek,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,5,Northern Streams,3,Northern Forest Streams RR,1.7,16.2,17.9,2,60.8,19.1,0.2,0,19.9,100,nlcd2001,70.82771306
06SC031,Upper Tamarack River,"Upstream of CR 25, just NE of Marksville",46.09942165,-92.30838165,Pine,MN,96.21530656,6.165100098,07030001,Upper St. Croix River,0703000103,07030001035,070300010303,0703000103-01,Upper Tamarack River,SC,FALSE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,5,Northern Streams,3,Northern Forest Streams RR,0.3,4,4.3,1.4,63.9,30.1,0.3,0,5.7,100,nlcd2001,
06SC032,Trib. to Pine River,"Upstream of CR 39, 4 miles NW of Finlayson",46.25126351,-92.94842727,Pine,MN,4.523997602,1.793799996,07030003,Kettle River,0703000304,07030003100,070300030406,0703000304-01,Pine River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,1.8,26,27.8,3.5,39.1,27.7,1.9,0,31.3,100,nlcd2001,68.20264344
06SC033,Trib. to County Ditch 3,"Along CR 67, 1 mile N. of Branch",45.52877595,-92.94330562,Chisago,MN,1.863946781,0.430700004,07030005,Lower St. Croix River,0703000504,07030005230,070300050408,0703000504-01,Lower Sunrise River,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,proposed use class change (2011 assessment year) from coldwater to warmwater,North,7,Low Gradient,6,Southern Forest Streams GP,22.7,45.4,68.1,3.3,24.6,4.1,0,0,71.4,100.1,nlcd2001,29.62388655
06SC034,"Grindstone River, North Fork","Upstream of CR 26, 7 miles NW of Hinckley",46.09174849,-93.00894477,Pine,MN,23.7159776,0.999000013,07030003,Kettle River,0703000305,07030003120,070300030501,0703000305-01,Grindstone River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,11,Northern Coldwater,8,Northern Coldwater,3.5,28.3,31.8,3.7,37.6,21.4,5.5,0,35.5,100,nlcd2001,67.31646656
06SC035,Little Sand Creek,"Upstream of Hwy 48, 13 miles E. of Hinckley",46.01758232,-92.6590951,Pine,MN,23.75107429,1.541300058,07030001,Upper St. Croix River,0703000110,07030001120,070300011003,0703000110-01,Sand Creek,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,3.6,15.9,19.5,2,63.6,14.7,0.2,0,21.5,100,nlcd2001,75.22784214
06SC036,"Crooked Creek, East Fork","Downstream of CR 32, 4 miles NW of Duxbury",46.17648351,-92.54597987,Pine,MN,11.5322151,2.2427001,07030001,Upper St. Croix River,0703000107,07030001080,070300010701,0703000107-01,Crooked Creek,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,6,Northern Headwaters,3,Northern Forest Streams RR,0.6,7,7.6,0.5,68.8,22.4,0.6,0,8.1,99.9,nlcd2001,72.41694362
06SC037,St Croix River,"Downstream of Hwy 8, just S. of Taylors Falls.  In Interstate State Park",45.39414999,-92.66213387,Chisago,MN,6233.982171,0.125799999,07030005,Lower St. Croix River,0703000509,07030005290,070300050902,0703000509-01,Big Marine Lake-Saint Croix River,SC,TRUE,51,NCHF,51k,212,212J,212Jd,1,1,Hinckley Area,,South,1,Southern Rivers,1,Northern Forest Rivers,6.2,16.5,22.7,3.8,55.8,14.3,3.3,0,26.5,99.9,nlcd2001,62.67562651
06SC038,Trib. to Mud Lake,"Downstream of Hwy 23, 5 miles NE of Mora",45.90149747,-93.19359711,Kanabec,MN,2.642328733,2.11619997,07030004,Snake River,0703000406,07030004080,070300040602,0703000406-01,Mud Creek,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,4.5,51.8,56.3,5.5,22.8,15.4,0,0,61.8,100,nlcd2001,53.56177382
06SC039,St Croix River,13 miles NE of Pine City.  In St. Croix State Park (Kettle River Slough),45.90159222,-92.70539227,Pine,MN,3013.993811,1.034700036,07030003,Kettle River,0703000306,07030003110,070300030604,0703000306-01,Lower Kettle River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,2.4,10.1,12.5,3.3,66.5,13.7,4.1,0,15.8,100.1,nlcd2001,72.1017984
06SC040,"Kettle River, West Branch","Upstream of CR 22, 12 miles NW of Kettle River",46.61124346,-93.03274924,Carlton,MN,12.15561565,0.342000008,07030003,Kettle River,0703000301,07030003020,070300030103,0703000301-04,Upper Kettle River,SC,FALSE,50,NLF,50b,212,212N,212Nb,1,1,Duluth Area,,North,7,Low Gradient,4,Northern Forest Streams GP,0.1,11.2,11.3,1.1,44.1,41.3,2.2,0,12.4,100,nlcd2001,
06SC042,Pokegama Creek,"Downstream of CR 14, 6 miles NW of Pine City",45.90124269,-93.03293882,Pine,MN,49.71219733,0.241300002,07030004,Snake River,0703000407,07030004100,070300040702,0703000407-01,Pokegama Creek,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,7,Low Gradient,3,Northern Forest Streams RR,4.7,34,38.7,3.7,36.8,20.8,0,0,42.4,100,nlcd2001,67.0123425
06SC043,McDermott Creek,"Along Park Forest Rd., 3 miles NW of Kingsdale",46.2578077,-92.37279294,Pine,MN,13.73149161,1.640100002,07030001,Upper St. Croix River,0703000106,07030001065,070300010603,0703000106-03,McDermott Creek,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,0,0.5,0.5,0.1,32,67.5,0,0,0.6,100.1,nlcd2001,77.94133665
06SC044,Moose Horn River,"Downstream of CR 8, in Mosse Lake",46.45285496,-92.74854422,Carlton,MN,94.24050985,1.219499946,07030003,Kettle River,0703000302,07030003070,070300030205,0703000302-01,Moose Horn River,SC,FALSE,50,NLF,50b,212,212K,212Kb,1,1,Duluth Area,,North,5,Northern Streams,4,Northern Forest Streams GP,0.6,13.7,14.3,4.1,63.5,15.8,2.3,0,18.4,100,nlcd2001,
06SC045,"Groundhouse River, South Fork","Upstream of CR 13, 3 miles W. of Ogilvie",45.82364442,-93.48639625,Kanabec,MN,5.650566481,1.244799972,07030004,Snake River,0703000404,07030004070,070300040403,0703000404-02,South Fork Groundhouse River,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,2.2,25.2,27.4,2.1,62.9,7.5,0.1,0,29.5,100,nlcd2001,73.12538599
06SC046,Thunder Creek,"Upstream of CR 172, 14 miles E. of Sandstone",46.10051354,-92.58758485,Pine,MN,,,07030001,Upper St. Croix River,0703000107,07030001080,070300010702,0703000107-01,Crooked Creek,SC,FALSE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC047,Hay Creek,"Downstream of CR 141, 6 miles E. of Duxbury",46.11058212,-92.3847777,Pine,MN,,0.327199996,07030001,Upper St. Croix River,0703000106,07030001065,070300010604,0703000106-02,Hay Creek,SC,FALSE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC048,Trib. to Birch Creek,"Downstream of CR 34, 2 miles E. of Arthyde",46.36692886,-93.06221287,Aitkin,MN,7.69486158,1.165500045,07030003,Kettle River,0703000301,07030003060,070300030109,0703000301-02,Birch Creek,SC,FALSE,50,NLF,50b,212,212K,212Kb,1,1,Aitkin Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,4,Northern Forest Streams GP,0.2,6.2,6.4,0.8,66.7,25.9,0.1,0,7.2,99.9,nlcd2001,60.50929997
06SC049,"Sunrise River, North Branch","Downstream of CR 12, 6 miles SW of North Branch",45.48504255,-93.09854804,Isanti,MN,10.10164521,0.706099987,07030005,Lower St. Croix River,0703000503,07030005250,070300050301,0703000503-01,North Branch Sunrise River,SC,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,Hinckley Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,6,Southern Forest Streams GP,45.4,19.4,64.8,4,20.8,10,0.3,0,68.8,99.9,nlcd2001,60.67449495
06SC050,Pokegama Creek,"Downstream of CR 130, 3 miles SE of Brook Park",45.9130178,-93.02283825,Pine,MN,,,07030004,Snake River,0703000407,07030004100,070300040702,0703000407-01,Pokegama Creek,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC051,Snake River,5 mi. E of Pine City,45.8429378,-92.85690723,Pine,MN,986.5820967,0.658500016,07030004,Snake River,0703000408,07030004090,070300040804,0703000408-01,Lower Snake River,SC,TRUE,51,NCHF,51k,212,212K,212Kb,1,1,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,8.2,24.6,32.8,3.7,48.1,14.1,1.3,0,36.5,100,nlcd2001,61.60337402
06SC052,Willow River,"Upstream of I-35, 1 mile E. of Willow River",46.32802674,-92.79998706,Pine,MN,121.2833753,0.384600013,07030003,Kettle River,0703000303,07030003090,070300030303,0703000303-01,Willow River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,5,Northern Streams,4,Northern Forest Streams GP,0.9,14.3,15.2,3,55.7,24.6,1.4,0,18.2,99.9,nlcd2001,73.80575027
06SC053,"Sunrise River, North Branch","Downstream of Hwy 95, 4 miles E. of North Branch",45.5156886,-92.88859402,Chisago,MN,76.19525327,1.099300027,07030005,Lower St. Croix River,0703000503,07030005250,070300050303,0703000503-01,North Branch Sunrise River,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,5,Northern Streams,6,Southern Forest Streams GP,40.4,19.5,59.9,7.5,22.7,8.6,1.4,0,67.4,100.1,nlcd2001,54.83008716
06SC054,Snake River,"Downstream of Hwy 107, just E. of Grasston",45.78843664,-93.13764138,Pine,MN,797.8932768,0.072099999,07030004,Snake River,0703000408,07030004090,070300040801,0703000408-01,Lower Snake River,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,7.4,21.8,29.2,3.1,53.3,13.5,1,0,32.3,100.1,nlcd2001,62.47963478
06SC055,Browns Creek,"Upstream of CR 64, 1 mile NW of Stillwater",45.07331336,-92.84714978,Washington,MN,17.87463804,5.010499954,07030005,Lower St. Croix River,0703000509,07030005370,070300050907,0703000509-01,Big Marine Lake-Saint Croix River,SC,TRUE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,10,Southern Coldwater,9,Southern Coldwater,13.1,42.4,55.5,7,23.5,6,7.9,0,62.5,99.9,nlcd2001,63.75133272
06SC056,Split Rock River,"Upstream of CR 169, 14 miles W. of Moose Lake",46.44361253,-93.0377712,Carlton,MN,,,07030003,Kettle River,0703000301,07030003050,070300030108,0703000301-03,Split Rock River,SC,FALSE,50,NLF,50b,212,212K,212Kb,1,1,Duluth Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC059,Lower Tamarack River,"Downstream of CR 153, 9 miles SE of Bruno",46.25084805,-92.49188512,Pine,MN,17.97784315,5.185500145,07030001,Upper St. Croix River,0703000106,07030001065,070300010601,0703000106-01,Lower Tamarack River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,6,Northern Headwaters,3,Northern Forest Streams RR,0.2,4.2,4.4,0.7,55.9,39,0,0,5.1,100,nlcd2001,78.41869604
06SC060,Moose Horn River,"Upstream of CR 13, 3 miles N. of Barnum",46.540246,-92.6755626,Carlton,MN,39.08554623,1.510800004,07030003,Kettle River,0703000302,07030003070,070300030201,0703000302-01,Moose Horn River,SC,FALSE,50,NLF,50b,212,212K,212Kb,1,1,Duluth Area,,North,6,Northern Headwaters,4,Northern Forest Streams GP,0.3,13.5,13.8,3.6,65.2,15,2.3,0,17.4,99.9,nlcd2001,
06SC061,Groundhouse River,"Upstream of Hwy 65, 1 mile W. of Brunswick",45.79076485,-93.31921389,Kanabec,MN,126.5857549,0.372799993,07030004,Snake River,0703000404,07030004060,070300040404,0703000404-01,Groundhouse River,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,5,Northern Streams,4,Northern Forest Streams GP,13.6,23.1,36.7,3,47,13.1,0.2,0,39.7,100,nlcd2001,60.18726599
06SC062,Kettle River,"Downstream of Hwy 48, 5 miles SE of Hinckley",45.996751,-92.83967701,Pine,MN,1001.307763,0.166500002,07030003,Kettle River,0703000306,07030003110,070300030604,0703000306-01,Lower Kettle River,SC,TRUE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1.8,18.3,20.1,3.5,55.4,19,1.9,0,23.6,99.9,nlcd2001,67.39895831
06SC064,Cowan's Brook,"Downstream of CR 61, 4 miles SE of McGrath",46.20117279,-93.21002669,Aitkin,MN,8.37629328,1.832000017,07030004,Snake River,0703000401,07030004020,070300040106,0703000401-01,Upper Snake River,SC,FALSE,50,NLF,50b,212,212K,212Kb,12,12b,Aitkin Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,,,0.7,12.8,13.5,1.6,66.8,18,0.1,0,15.1,100,nlcd2001,58.73075669
06SC065,"Groundhouse River, South Fork","Upstream of CR 4, 5 miles S. of Ogilvie",45.76333236,-93.44286949,Kanabec,MN,43.44657011,0.470400006,07030004,Snake River,0703000404,07030004070,070300040403,0703000404-02,South Fork Groundhouse River,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,7,Low Gradient,4,Northern Forest Streams GP,20.6,31.6,52.2,3.6,34,10.2,0.1,0,55.8,100.1,nlcd2001,40.01805011
06SC005,Trib. to Sunrise River,"South of CR 18, 1.5 mi. NE of Stacy",45.41421083,-92.97314298,Chisago,MN,,,07030005,Lower St. Croix River,0703000504,07030005230,070300050407,0703000504-01,Lower Sunrise River,SC,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC025,"Trib. to Sunrise River, South Branch","Upstream of I-35, 2 mi. NW of Wyoming",45.36575925,-93.01252957,Chisago,MN,,,07030005,Lower St. Croix River,0703000504,07030005210,070300050404,0703000504-04,South Branch Sunrise River,SC,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC041,Trib. to Sunrise River,"South of CR 17, 5 mi. W. of Wyoming in Carlos Avery WMA",45.33449201,-93.08092497,Anoka,MN,,,07030005,Lower St. Croix River,0703000504,07030005210,070300050404,0703000504-04,South Branch Sunrise River,SC,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,East Metro Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC057,Bean Brook,"Upstream of CR 3, 10 miles SE of Isle",46.028477,-93.33334436,Kanabec,MN,,,07030004,Snake River,0703000402,07030004040,070300040203,0703000402-01,Knife River,SC,FALSE,50,NLF,50b,212,212K,212Kb,12,12b,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC058,Rush Lake,"South of CR 2, 5 miles SE of Braham",45.70717481,-93.07930555,Chisago,MN,,,07030005,Lower St. Croix River,0703000502,07030005190,070300050203,0703000502-03,Rush Creek,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC063,Kenney Brook,"Upstream of CR 137, 17 miles SE of Sandstone",46.05524523,-92.51601255,Pine,MN,,,07030001,Upper St. Croix River,0703000107,07030001080,070300010703,0703000107-01,Crooked Creek,SC,FALSE,50,NLF,50b,212,212K,212Kb,1,1,Hinckley Area,Unsampleable EMAP station,North,,,,,,,,,,,,,,,,
06SC100,Trib. to Pokegama Creek,"CR 13, 3 mi. E of Henriette",45.87712199,-93.06333152,Pine,MN,10.32954549,0.883099973,07030004,Snake River,0703000407,07030004100,070300040702,0703000407-01,Pokegama Creek,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,4,Northern Forest Streams GP,2.2,36.5,38.7,3.5,32.7,24.7,0.4,0,42.2,100,nlcd2001,71.91099181
06SC101,Trib. to Cross Lake,"Upstream of CR 125, 2 mi. SE of Beroun",45.89059138,-92.92916862,Pine,MN,2.780630526,1.978700042,07030004,Snake River,0703000408,07030004090,070300040803,0703000408-01,Lower Snake River,SC,FALSE,51,NCHF,51k,212,212K,212Kb,1,1,Hinckley Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,4,Northern Forest Streams GP,14.1,37.3,51.4,4.9,26.7,17,0,0,56.3,100,nlcd2001,61.48933544
06SC102,Pokegama Creek,"CR 130, 2 mi. SE of Brook Park",45.93101038,-93.01930984,Pine,MN,19.55997396,4.503900051,07030004,Snake River,0703000407,07030004100,070300040702,0703000407-01,Pokegama Creek,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,6,Northern Headwaters,3,Northern Forest Streams RR,3.2,28.6,31.8,4.1,43.7,20.3,0.1,0,35.9,100,nlcd2001,68.05390467
06SC103,East Pokegama Creek,"Downstream of CR 131, 4 mi. SE of Brook Park",45.93550769,-93.00344095,Pine,MN,23.91126807,0.865999997,07030004,Snake River,0703000407,07030004100,070300040701,0703000407-01,Pokegama Creek,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,4,Northern Forest Streams GP,5.7,38.2,43.9,3.4,28.9,23.8,0,0,47.3,100,nlcd2001,64.51957831
06SC104,Mission Creek,"Upstream of CR 53, 2 mi. W of Pine City",45.83294022,-93.0214004,Pine,MN,37.3873531,0.151299998,07030004,Snake River,0703000408,07030004110,070300040802,0703000408-02,Mission Creek,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,7,Low Gradient,4,Northern Forest Streams GP,11.9,37.6,49.5,8.6,19,22.6,0.4,0,58.1,100.1,nlcd2001,64.55696183
06SC105,Mission Creek,"CR 14, 1 mi. W of Beroun",45.90316224,-92.97708884,Pine,MN,28.11279315,0.474099994,07030004,Snake River,0703000408,07030004110,070300040802,0703000408-02,Mission Creek,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,7,Low Gradient,4,Northern Forest Streams GP,8.8,38.6,47.4,8.9,18.9,24.1,0.5,0,56.3,99.8,nlcd2001,65.65340684
06SC106,Mission Creek,"CR 16, 2 mi. SE of Mission Creek",45.96213186,-92.91632063,Pine,MN,10.2298153,1.250399947,07030004,Snake River,0703000408,07030004110,070300040802,0703000408-02,Mission Creek,SC,TRUE,51,NCHF,51k,212,212K,212Kb,1,1,Hinckley Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,4,Northern Forest Streams GP,8.5,43.9,52.4,10.1,19.5,16.5,1.5,0,62.5,100,nlcd2001,64.02124655
06SC107,Mud Creek,"Upstream of CR 5, 1 mile NW of Grasston",45.81355093,-93.16625992,Kanabec,MN,65.61099618,0.437999994,07030004,Snake River,0703000406,07030004080,070300040603,0703000406-01,Mud Creek,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,5,Northern Streams,4,Northern Forest Streams GP,6.1,38.9,45,4.3,32.2,16.9,1.7,0,49.3,100.1,nlcd2001,63.21631857
06SC108,County Ditch 4,"Downstream of CR 17, 2 mi. NW of Grasston",45.80720867,-93.19286361,Kanabec,MN,6.766710601,1.210800052,07030004,Snake River,0703000406,07030004080,070300040603,0703000406-01,Mud Creek,SC,FALSE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,6,Northern Headwaters,,,29.3,37.6,66.9,3.6,17.9,11.5,0,0,70.5,99.9,nlcd2001,48.09464862
06SC109,Mud Creek,"Upstream of CR 120, 1 mi. NW of Henriette",45.885801,-93.14466114,Kanabec,MN,40.64787,1.39989996,07030004,Snake River,0703000406,07030004080,070300040602,0703000406-01,Mud Creek,SC,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Hinckley Area,,North,6,Northern Headwaters,3,Northern Forest Streams RR,4.6,39.9,44.5,3.7,33.1,16.2,2.5,0,48.2,100,nlcd2001,62.90917175
