FishIBIRegion,StationCode,CollectionDate,GearCombo,StreamWidth,PercentSlope,FishSampleID_IDNR,GearRun_IDNR,ShockTime,SeineHauls,IEPA_HabitatLength,IEPA_FishReachLength
5,F-06,7/19/2005,1BE--1PE--1SH--2BE,300,,11538,2BE,30,,,
5,F-09,7/20/2005,1BE--1PE--1SH--2BE,350,,11539,1BE,30,,,
5,F-09,7/20/2005,1BE--1PE--1SH--2BE,350,,11539,1PE,15,,,
5,F-09,7/20/2005,1BE--1PE--1SH--2BE,350,,11539,1SH,,3,,
5,F-09,7/20/2005,1BE--1PE--1SH--2BE,350,,11539,2BE,30,,,
5,F-12,7/20/2005,1BE--1PE--1SH--2BE,400,,11540,1BE,30,,,
5,F-12,7/20/2005,1BE--1PE--1SH--2BE,400,,11540,1PE,15,,,
5,F-12,7/20/2005,1BE--1PE--1SH--2BE,400,,11540,1SH,,3,,
5,F-12,7/20/2005,1BE--1PE--1SH--2BE,400,,11540,2BE,30,,,
5,F-07,7/20/2005,1BE--1PE--1SH--2BE,300,,11541,1BE,30,,,
5,F-07,7/20/2005,1BE--1PE--1SH--2BE,300,,11541,1PE,15,,,
5,F-07,7/20/2005,1BE--1PE--1SH--2BE,300,,11541,1SH,,3,,
5,F-07,7/20/2005,1BE--1PE--1SH--2BE,300,,11541,2BE,30,,,
5,F-13,7/20/2005,1BE--1PE--1SH--2BE,400,,11542,1BE,30,,,
5,F-13,7/20/2005,1BE--1PE--1SH--2BE,400,,11542,1PE,15,,,
5,F-13,7/20/2005,1BE--1PE--1SH--2BE,400,,11542,1SH,,3,,
5,F-13,7/20/2005,1BE--1PE--1SH--2BE,400,,11542,2BE,30,,,
5,F-04,7/21/2005,1BE--1PE--1SH--2BE,400,,11543,1BE,30,,,
5,F-04,7/21/2005,1BE--1PE--1SH--2BE,400,,11543,1PE,15,,,
5,F-04,7/21/2005,1BE--1PE--1SH--2BE,400,,11543,1SH,,3,,
5,F-04,7/21/2005,1BE--1PE--1SH--2BE,400,,11543,2BE,30,,,
5,F-08,7/21/2005,1BE--1PE--1SH--2BE,350,,11544,1BE,30,,,
5,F-08,7/21/2005,1BE--1PE--1SH--2BE,350,,11544,1PE,15,,,
5,F-08,7/21/2005,1BE--1PE--1SH--2BE,350,,11544,1SH,,3,,
5,F-08,7/21/2005,1BE--1PE--1SH--2BE,350,,11544,2BE,30,,,
5,F-11,7/21/2005,1BE--1PE--1SH--2BE,400,,11545,1BE,30,,,
5,F-11,7/21/2005,1BE--1PE--1SH--2BE,400,,11545,1PE,15,,,
5,F-11,7/21/2005,1BE--1PE--1SH--2BE,400,,11545,1SH,,3,,
5,F-11,7/21/2005,1BE--1PE--1SH--2BE,400,,11545,2BE,30,,,
5,F-01,7/21/2005,1BE--1PE--1SH--2BE,400,,11546,1BE,30,,,
5,F-01,7/21/2005,1BE--1PE--1SH--2BE,400,,11546,1PE,15,,,
5,F-01,7/21/2005,1BE--1PE--1SH--2BE,400,,11546,1SH,,3,,
5,F-01,7/21/2005,1BE--1PE--1SH--2BE,400,,11546,2BE,30,,,
4,DTK-04,8/17/2005,1BE--1SH,45,0.059186,11548,1BE,40,,,
4,DTK-04,8/17/2005,1BE--1SH,45,0.059186,11548,1SH,,3,,
5,FA-01,7/12/2005,1ES,30,0.473484993,11549,1ES,27.5,,,
5,FB-01,7/12/2005,1ES,45,0.172176003,11550,1ES,25,,,
5,FC-01,7/11/2005,1ES,34,0.063069999,11551,1ES,27,,,
5,FCC-01,7/11/2005,1ES,26,0.078914002,11552,1ES,39,,,
5,FF-01,7/13/2005,1ES,44,0.236742005,11553,1ES,53,,,
5,FFB-01,7/13/2005,1ES,22,0.072843999,11554,1ES,34,,,
5,FFBA-01,7/15/2005,1PE,15,,11555,1PE,36,,,
5,FKA-01,7/14/2005,1ES,30,0.052609,11556,1ES,63,,,
5,FKA-02,7/22/2005,1PE,15,,11557,1PE,30,,,
5,FM-02,7/14/2005,1ES,25,,11558,1ES,39.75,,,
5,FQ-01,7/15/2005,1ES,18,0.072843999,11559,1ES,20.5,,,
4,DTZI-01,9/19/2005,1PE,12,,11560,1PE,50,,,
4,DTZI-02,9/19/2005,1PE,17,,11561,1PE,47,,,
4,DTZI-03,9/20/2005,1PE,17,,11562,1PE,21,,,
4,DTZI-04,9/20/2005,1PE,14,,11563,1PE,35,,,
5,FA-02,8/23/2005,1ES,34,,11564,1ES,58,,,
5,FA-03,8/23/2005,1ES,24,,11565,1ES,38,,,
5,FA-04,8/24/2005,1ES,23,,11566,1ES,43.5,,,
5,FA-06,8/24/2005,1ES,24,,11567,1ES,46.5,,,
5,FA-07,8/25/2005,1ES,18,,11568,1ES,40.5,,,
3,GA-03,8/23/2005,1PE,18,,11569,1PE,38,,,
4,DTK-01,8/17/2005,1BE--2BE,60,,11584,1BE,30,,,
4,DTK-01,8/17/2005,1BE--2BE,60,,11584,2BE,30,,,
4,DTK-07,8/16/2005,1ES,40,,11585,1ES,32.5,,,
4,DTK-08,8/18/2005,1BE--2BE,60,,11586,1BE,27,,,
4,DTK-08,8/18/2005,1BE--2BE,60,,11586,2BE,30,,,
4,DTK-02,8/17/2005,1ES,37,,11587,1ES,34.29999924,,,
4,DTK-09,8/17/2005,1ES,32,,11588,1ES,54,,,
4,DTK-06,8/15/2005,1PE,13,,11589,1PE,33,,,
4,DTKBA-01,8/16/2005,1PE,18,,11590,1PE,28,,,
4,DTKBA-02,8/16/2005,1PE,11,,11591,1PE,25,,,
4,DTKAA-03,8/15/2005,1PE,24,,11592,1PE,40,,,
4,DTKB-WN-C4,8/16/2005,1PE,15,,11593,1PE,25,,,
4,DTKA-R-C4,8/16/2005,1ES,30,,11594,1ES,34,,,
4,DTKA-04,8/15/2005,1ES,30,0.086088002,11595,1ES,29,,,
4,DTKA-05,8/15/2005,1ES,30,,11596,1ES,28,,,
3,GGC-03,6/9/2006,1PE,17,,11600,1PE,21.29999924,,,
3,GGB-01,6/8/2006,1ES,25,,11601,1ES,27.5,,,
3,GGBA-01,6/9/2006,1PE,16,,11602,1PE,30.5,,,
3,GGA-02,6/9/2006,1PE,22,,11603,1PE,46,,,
3,GGA-03,6/7/2006,1ES,22,,11604,1ES,26.75,,,
3,GGA-06,6/8/2006,1PE,17,,11605,1PE,25,,,
3,GG-01,6/8/2006,1ES,102,,11606,1ES,28.5,,,
3,GG-10,6/7/2006,1ES,51,,11607,1ES,39,,,
3,GG-14,6/6/2006,1ES,51,,11608,1ES,38.90000153,,,
3,GG-06,6/6/2006,1ES,37,0.236742005,11609,1ES,36.09999847,,,
3,GG-13,6/5/2006,1ES,35,,11610,1ES,35,,,
3,GG-21,6/5/2006,1ES,21,,11611,1ES,22,,,
3,HCB-01,7/25/2006,1BE--2BE,175,,11620,1BE,15,,,
3,HCB-01,7/25/2006,1BE--2BE,175,,11620,2BE,15,,,
3,HC-01,7/25/2006,1BE--2BE,175,,11621,1BE,15,,,
3,HC-01,7/25/2006,1BE--2BE,175,,11621,2BE,15,,,
3,HCCD-09,7/24/2006,1BE--1SH,55,0.025189999,11624,1BE,50.40000153,,,
3,HCCD-09,7/24/2006,1BE--1SH,55,0.025189999,11624,1SH,,3,,
3,HCCA-02,7/25/2006,1BE,75,,11625,1BE,30,,,
3,HCCA-04,7/25/2006,1BE,75,,11626,1BE,30,,,
3,HCCC-06,7/24/2006,1ES,23,0.030300001,11627,1ES,30,,,
3,HCCB-13,7/24/2006,1ES,24,0.118369997,11628,1ES,35,,,
3,HCCC-04,7/24/2006,1BE--1SH,45,0.054919999,11629,1BE,43.90000153,,,
3,HCCC-04,7/24/2006,1BE--1SH,45,0.054919999,11629,1SH,,3,,
3,HA-04,7/26/2006,1BE--2BE,300,,11630,1BE,30,,,
3,HA-04,7/26/2006,1BE--2BE,300,,11630,2BE,30,,,
3,HB-01,7/26/2006,1BE,75,,11631,1BE,30,,,
3,HBDA-01,7/26/2006,1ES,18,0.030680001,11632,1ES,22.89999962,,,
3,HBDB-03,7/26/2006,1ES,25,0.189390004,11633,1ES,34.5,,,
3,HBD-05,7/27/2006,1ES,23,0.32385999,11634,1ES,36.54999924,,,
3,HF-01,7/27/2006,1ES,25,0.251890004,11635,1ES,33,,,
5,DU-01,8/7/2006,1ES,29,,11636,1ES,55,,,
5,DU-02,8/7/2006,1ES,25,0.236739993,11637,1ES,57.5,,,
5,DU-03,8/8/2006,1BE,50,,11638,1BE,47,,,
5,DU-04,8/8/2006,1ES,30,,11639,1ES,49.5,,,
5,DU-05,8/8/2006,1BE,55,,11640,1BE,50,,,
5,DU-06,8/8/2006,1ES,42,,11641,1ES,20.10000038,,,
5,DU-07,8/9/2006,1ES,26,,11642,1ES,27,,,
5,DUB-01,8/7/2006,1PE,13,,11643,1PE,19,,,
5,DUA-01,8/7/2006,1PE,21,,11644,1PE,30,,,
5,DUA-02,8/7/2006,1PE,14,,11645,1PE,18,,,
3,GUB-01,10/17/2006,1PE,24,,11646,1PE,25,,,
4,DT-35,7/9/2007,1BE--2BE,100,,11661,1BE,30,,,
4,DT-35,7/9/2007,1BE--2BE,100,,11661,2BE,30,,,
4,DT-23,7/11/2007,1BE--2BE,110,,11662,1BE,30,,,
4,DT-23,7/11/2007,1BE--2BE,110,,11662,2BE,30,,,
4,DT-51,7/12/2007,1BE--2BE,110,,11663,1BE,30,,,
4,DT-51,7/12/2007,1BE--2BE,110,,11663,2BE,30,,,
4,DT-22,7/12/2007,1BE--2BE,150,,11664,1BE,30,,,
4,DT-22,7/12/2007,1BE--2BE,150,,11664,2BE,30,,,
4,DT-06,7/13/2007,1BE--2BE,120,,11665,1BE,30,,,
4,DT-06,7/13/2007,1BE--2BE,120,,11665,2BE,30,,,
4,DT-13,7/11/2007,1BE--1SH--2BE,200,,11669,1BE,30,,,
4,DT-13,7/11/2007,1BE--1SH--2BE,200,,11669,1SH,,3,,
4,DT-13,7/11/2007,1BE--1SH--2BE,200,,11669,2BE,30,,,
4,DT-32,7/12/2007,1BE--1SH--2BE,300,,11671,1BE,30,,,
4,DT-32,7/12/2007,1BE--1SH--2BE,300,,11671,1SH,,3,,
4,DT-32,7/12/2007,1BE--1SH--2BE,300,,11671,2BE,30,,,
4,DT-83,7/12/2007,1BE--1SH--2BE,200,,11672,1BE,30,,,
4,DT-83,7/12/2007,1BE--1SH--2BE,200,,11672,1SH,,3,,
4,DT-83,7/12/2007,1BE--1SH--2BE,200,,11672,2BE,30,,,
4,DT-36,8/2/2007,1BE--1SH--2BE,250,,11673,1BE,30,,,
4,DT-36,8/2/2007,1BE--1SH--2BE,250,,11673,1SH,,3,,
4,DT-36,8/2/2007,1BE--1SH--2BE,250,,11673,2BE,30,,,
4,DTK-04,7/16/2007,1BE--1SH,40,0.059280001,11675,1BE,50,,,
4,DTK-04,7/16/2007,1BE--1SH,40,0.059280001,11675,1SH,,3,,
4,DTK-09,7/17/2007,1ES,30,0.227270007,11677,1ES,29.10000038,,,
4,DTZT-02,7/17/2007,1ES,22,0.067640997,11678,1ES,26.5,,,
4,DTZS-01,7/18/2007,1ES,26,0.189390004,11679,1ES,35,,,
4,DTZP-04,7/18/2007,1ES,21,0.189390004,11680,1ES,47,,,
4,DTF-02,9/10/2007,1ES,23,0.236739993,11681,1ES,50,,,
4,DTFA-02,9/10/2007,1ES,25,0.114019997,11682,1ES,34,,,
4,DTD-03,7/23/2007,1ES,25,0.078979999,11683,1ES,35,,,
4,DTD-02,7/23/2007,1ES,28,0.135230005,11684,1ES,40,,,
4,DTC-07,7/24/2007,1ES,37,0.126330003,11685,1ES,54.5,,,
4,DTC-05,7/24/2007,1ES,42,0.12235,11686,1ES,49.5,,,
4,DTCA-08,7/25/2007,1ES,38,0.222729996,11687,1ES,58,,,
4,DTCA-01,7/24/2007,1ES,32,0.473479986,11688,1ES,39.5,,,
4,DTB-02,8/15/2007,1ES,39,0.10227,11689,1ES,52,,,
4,DTB-01,8/14/2007,1ES,39,0.227270007,11690,1ES,52,,,
4,DTAB-02,8/6/2007,1ES,38,0.105300002,11691,1ES,51,,,
4,DTA-08,8/7/2007,1ES,33,0.118369997,11692,1ES,45,,,
4,DTA-09,8/6/2007,1ES,30,,11693,1ES,52,,,
4,DTZB-02,8/7/2007,1ES,22,0.473479986,11694,1ES,55.5,,,
4,DTB-05,9/11/2007,1ES,43,,11697,1ES,62,,,
4,DTB-06,8/15/2007,1ES,29,,11698,1ES,39.5,,,
4,DTB-04,8/16/2007,1ES,38,,11699,1ES,64.5,,,
4,DTB-03,9/11/2007,1ES,22,,11700,1ES,30,,,
4,DTZP-03,6/20/2007,1ES,25,,11701,1ES,38,,,
4,DTZP-05,6/20/2007,1ES,22,,11702,1ES,31,,,
4,DTZP-06,6/21/2007,1ES,22,,11703,1ES,52,,,
4,DTZP-07,6/21/2007,1ES,18,,11704,1ES,41,,,
3,HBE-04,6/14/2007,1PE,14,,11705,1PE,48,,,
3,HBE-03,6/14/2007,1PE,17,,11706,1PE,35,,,
3,HBE-02,6/14/2008,1PE,15,0.157769993,11707,1PE,28,,,
3,G-08,8/5/2008,1ES,39,0.016860001,11714,1ES,42,,,
3,G-25,7/28/2008,1BE,69,0.016860001,11715,1BE,60,,,
3,G-07,7/29/2008,1BE,71,0.01856,11716,1BE,60,,,
3,G-35,7/31/2008,1BE,60,0.01894,11717,1BE,60,,,
3,G-33,8/4/2008,1BE--1SH,132,,11718,1BE,60,,,
3,G-33,8/4/2008,1BE--1SH,132,,11718,1SH,,3,,
3,G-18,7/30/2008,1BE--1SH--2BE,199,,11719,1BE,30,,,
3,G-18,7/30/2008,1BE--1SH--2BE,199,,11719,1SH,,3,,
3,G-18,7/30/2008,1BE--1SH--2BE,199,,11719,2BE,30,,,
3,G-03,8/12/2008,1BE--2BE,200,,11720,1BE,30,,,
3,G-03,8/12/2008,1BE--2BE,200,,11720,2BE,30,,,
3,G-02,7/29/2008,1BE--1SH,199,,11721,1BE,60,,,
3,G-02,7/29/2008,1BE--1SH,199,,11721,1SH,,3,,
3,G-11,7/31/2008,1BE--1SH,199,,11722,1BE,60,,,
3,G-11,7/31/2008,1BE--1SH,199,,11722,1SH,,3,,
3,G-12,7/9/2008,1BE--1SH,300,,11723,1BE,30,,,
3,G-12,7/9/2008,1BE--1SH,300,,11723,1SH,,3,,
3,G-01,7/9/2008,1BE--1SH--2BE,800,,11724,1BE,30,,,
3,G-01,7/9/2008,1BE--1SH--2BE,800,,11724,1SH,,3,,
3,G-01,7/9/2008,1BE--1SH--2BE,800,,11724,2BE,30,,,
3,GBL-07,7/22/2008,1BE,35,,11726,1BE,25,,,
3,GBL-19,7/23/2008,1BE,38,,11727,1BE,60,,,
3,GBK-02,7/24/2008,1BE--1SH--2BE,58,0.11761,11728,1BE,30,,,
3,GBK-02,7/24/2008,1BE--1SH--2BE,58,0.11761,11728,1SH,,3,,
3,GBK-02,7/24/2008,1BE--1SH--2BE,58,0.11761,11728,2BE,35,,,
3,GBK-07,7/23/2008,1BE,59,0.072920002,11729,1BE,45,,,
3,GB-11,7/18/2008,1BE--1SH,100,0.115529999,11730,1BE,60,,,
3,GB-11,7/18/2008,1BE--1SH,100,0.115529999,11730,1SH,,3,,
3,GB-01,7/28/2008,1BE--1SH,147,,11731,1BE,60,,,
3,GB-01,7/28/2008,1BE--1SH,147,,11731,1SH,,3,,
3,GWA-03,8/28/2008,1PE,10,0.157199994,11732,1PE,23,,,
3,GWA-01,8/5/2008,1PE,16,0.17216,11733,1PE,30,,,
3,GWAA-L-C2,8/5/2008,1PE,8,,11734,1PE,30,,,
3,GV-01,8/6/2008,1PE,18,0.946969986,11735,1PE,23,,,
3,GU-06,8/6/2008,1ES,26,0.094700001,11736,1ES,59,,,
3,GL-17,8/11/2008,1BE,49,0.030300001,11737,1BE,30,,,
3,GL-01,8/4/2008,1BE--1SH,93,0.142049998,11738,1BE,60,,,
3,GL-01,8/4/2008,1BE--1SH,93,0.142049998,11738,1SH,,3,,
3,GK-03,8/7/2008,1ES,30,0.236739993,11739,1ES,37.29999924,,,
3,GJ-01,8/7/2008,1PE,33,0.946969986,11740,1PE,40,,,
3,GG-04,7/17/2008,1ES,38,0.216859996,11741,1ES,67,,,
3,GG-06,7/17/2008,1ES,33,0.236739993,11742,1ES,48,,,
3,GC-03,7/16/2008,1ES,27,0.160980001,11743,1ES,58,,,
3,GCA-01,7/16/2008,1ES,16,,11744,1ES,36,,,
5,F-01,7/19/2010,1BE--1SH--2BE,400,,11770,1BE,30,,,
5,F-01,7/19/2010,1BE--1SH--2BE,400,,11770,1SH,,3,,
5,F-01,7/19/2010,1BE--1SH--2BE,400,,11770,2BE,30,,,
5,F-02,7/22/2010,1BE--1SH--2BE,250,,11771,1BE,30,,,
5,F-02,7/22/2010,1BE--1SH--2BE,250,,11771,1SH,,3,,
5,F-02,7/22/2010,1BE--1SH--2BE,250,,11771,2BE,30,,,
5,F-03,7/21/2010,1BE--1SH--2BE,175,,11772,1BE,30,,,
5,F-03,7/21/2010,1BE--1SH--2BE,175,,11772,1SH,,3,,
5,F-03,7/21/2010,1BE--1SH--2BE,175,,11772,2BE,30,,,
5,F-04,7/20/2010,1BE--1SH--2BE,350,,11773,1BE,30,,,
5,F-04,7/20/2010,1BE--1SH--2BE,350,,11773,1SH,,3,,
5,F-04,7/20/2010,1BE--1SH--2BE,350,,11773,2BE,30,,,
5,F-06,7/29/2010,1BE--1SH--2BE,350,,11774,1BE,30,,,
5,F-06,7/29/2010,1BE--1SH--2BE,350,,11774,1SH,,3,,
5,F-06,7/29/2010,1BE--1SH--2BE,350,,11774,2BE,30,,,
5,F-07,7/27/2010,1BE--1SH--2BE,300,,11775,1BE,30,,,
5,F-07,7/27/2010,1BE--1SH--2BE,300,,11775,1SH,,3,,
5,F-07,7/27/2010,1BE--1SH--2BE,300,,11775,2BE,30,,,
5,F-08,7/20/2010,1BE--1SH--2BE,300,,11776,1BE,30,,,
5,F-08,7/20/2010,1BE--1SH--2BE,300,,11776,1SH,,3,,
5,F-08,7/20/2010,1BE--1SH--2BE,300,,11776,2BE,30,,,
5,F-09,7/23/2010,1BE--1SH--2BE,350,,11777,1BE,30,,,
5,F-09,7/23/2010,1BE--1SH--2BE,350,,11777,1SH,,3,,
5,F-09,7/23/2010,1BE--1SH--2BE,350,,11777,2BE,30,,,
5,F-11,7/19/2010,1BE--1SH--2BE,250,,11778,1BE,30,,,
5,F-11,7/19/2010,1BE--1SH--2BE,250,,11778,1SH,,3,,
5,F-11,7/19/2010,1BE--1SH--2BE,250,,11778,2BE,30,,,
5,F-12,7/28/2010,1BE--1SH--2BE,300,,11779,1BE,30,,,
5,F-12,7/28/2010,1BE--1SH--2BE,300,,11779,1SH,,3,,
5,F-12,7/28/2010,1BE--1SH--2BE,300,,11779,2BE,30,,,
5,F-13,7/27/2010,1BE--1SH--2BE,350,,11780,1BE,30,,,
5,F-13,7/27/2010,1BE--1SH--2BE,350,,11780,1SH,,3,,
5,F-13,7/27/2010,1BE--1SH--2BE,350,,11780,2BE,30,,,
5,F-14,8/12/2010,1BE--1SH--2BE,400,,11781,1BE,30,,,
5,F-14,8/12/2010,1BE--1SH--2BE,400,,11781,1SH,,3,,
5,F-14,8/12/2010,1BE--1SH--2BE,400,,11781,2BE,30,,,
5,F-15,8/3/2010,1BE--1SH--2BE,150,,11782,1BE,30,,,
5,F-15,8/3/2010,1BE--1SH--2BE,150,,11782,1SH,,3,,
5,F-15,8/3/2010,1BE--1SH--2BE,150,,11782,2BE,30,,,
5,FA-01,8/19/2010,1ES,45,0.473484993,11783,1ES,45,,,
5,FA-06,8/16/2010,1ES,30,,11784,1ES,43,,,
5,FB-01,8/16/2010,1ES,58,0.172176003,11785,1ES,80,,,
5,FC-01,8/17/2010,1ES,43,0.063130997,11786,1ES,45,,,
5,FCC-01,8/17/2010,1ES,28,0.078914002,11787,1ES,66,,,
5,FF-01,8/18/2010,1ES,58,0.236742005,11788,1ES,52.5,,,
5,FFB-01,8/19/2010,1ES,27,0.072843999,11789,1ES,46.5,,,
5,FFBA-01,8/24/2010,1PE,17,,11790,1PE,35,,,
5,FKA-01,8/18/2010,1ES,36,0.052609,11791,1ES,54,,,
5,FKA-02,8/24/2010,1PE,17,,11792,1PE,24,,,
5,FM-02,8/23/2010,1ES,27,,11793,1ES,34,,,
5,FQ-01,8/23/2010,1ES,24,0.072843999,11794,1ES,70,,,
11,BE-07,7/16/1999,1BE--1SH--2BE,93,0.021522,12046,1BE,30,,,
11,BE-07,7/16/1999,1BE--1SH--2BE,93,0.021522,12046,1SH,,1,,
11,BE-07,7/16/1999,1BE--1SH--2BE,93,0.021522,12046,2BE,15,,,
11,BE-04,7/16/1999,1BE--1SH,100,0.041173,12047,1BE,60,,,
11,BE-04,7/16/1999,1BE--1SH,100,0.041173,12047,1SH,,1,,
6,BP-03,9/8/1999,1BE--1SH--2BE,77,0.03712,12048,1BE,15,,,
6,BP-03,9/8/1999,1BE--1SH--2BE,77,0.03712,12048,1SH,,2,,
6,BP-03,9/8/1999,1BE--1SH--2BE,77,0.03712,12048,2BE,30,,,
6,BP-04,9/8/1999,1BE--1SH--2BE,94,0.078979999,12049,1BE,15,,,
6,BP-04,9/8/1999,1BE--1SH--2BE,94,0.078979999,12049,1SH,,2,,
6,BP-04,9/8/1999,1BE--1SH--2BE,94,0.078979999,12049,2BE,15,,,
11,BEI-01,7/16/2001,1ES,31,0.072920002,12050,1ES,41,,450,
11,BEF-02,7/16/2001,1ES,43,0.086170003,12051,1ES,52,,700,
11,BE-09,7/17/2001,1BE--1PE--2BE,115,0.023382001,12052,1BE,30,,,
11,BE-09,7/17/2001,1BE--1PE--2BE,115,0.023382001,12052,1PE,15,,,
11,BE-09,7/17/2001,1BE--1PE--2BE,115,0.023382001,12052,2BE,30,,,
11,BEJ-03,7/17/2001,1ES,25,,12053,1ES,67,,420,
6,BEO-01,7/30/2001,1ES,33,0.378789991,12057,1ES,55,,670,
6,BE-17,7/30/2001,1BE--1PE--1SH--2BE,91,0.025944,12058,1BE,30,,,
6,BE-17,7/30/2001,1BE--1PE--1SH--2BE,91,0.025944,12058,1PE,17,,,
6,BE-17,7/30/2001,1BE--1PE--1SH--2BE,91,0.025944,12058,1SH,,,,
6,BE-17,7/30/2001,1BE--1PE--1SH--2BE,91,0.025944,12058,2BE,30,,,
6,BER-03,7/31/2001,1ES,36,0.040339999,12059,1ES,25,,400,
6,BEP-02,8/1/2001,1ES,35,0.059280001,12060,1ES,66,,890,
6,BEZZ-05,7/31/2001,1ES,26,,12061,1ES,28,,420,
6,BE-14,8/1/2001,1BE--1SH--2BE,54,0.035739999,12062,1BE,30,,,
6,BE-14,8/1/2001,1BE--1SH--2BE,54,0.035739999,12062,1SH,,5,,
6,BE-14,8/1/2001,1BE--1SH--2BE,54,0.035739999,12062,2BE,30,,,
11,BED-01,8/7/2001,1ES,22,0.062120002,12069,1ES,16,,520,
11,BE-07,8/7/2001,1BE--1SH--2BE,93,0.021522,12070,1BE,30,,,
11,BE-07,8/7/2001,1BE--1SH--2BE,93,0.021522,12070,1SH,,,,
11,BE-07,8/7/2001,1BE--1SH--2BE,93,0.021522,12070,2BE,30,,,
11,BEF-03,8/8/2001,1BE--1SH--2BE,58,0.01061,12071,1BE,40,,,
11,BEF-03,8/8/2001,1BE--1SH--2BE,58,0.01061,12071,1SH,,,,
11,BEF-03,8/8/2001,1BE--1SH--2BE,58,0.01061,12071,2BE,20,,,
11,BE-36,8/8/2001,1BE--1SH--2BE,97,0.023,12072,1BE,30,,,
11,BE-36,8/8/2001,1BE--1SH--2BE,97,0.023,12072,1SH,,,,
11,BE-36,8/8/2001,1BE--1SH--2BE,97,0.023,12072,2BE,30,,,
6,BN-04,7/18/2001,1ES,56,0.142419994,12074,1ES,53,,700,
6,BNB-01,7/18/2001,1ES,36,0.166099995,12075,1ES,48,,400,
11,BH-05,8/9/2001,1ES,39,0.082390003,12076,1ES,55,,700,
11,BJ-01,8/9/2001,1ES,35,0.114770003,12077,1ES,42,,550,
9,O-02,7/9/2002,1BE--1PE--1SH--2BE,72,0.021522,12090,2BE,30,,,
9,O-02,7/9/2002,1BE--1PE--1SH--2BE,72,0.021522,12090,1BE,30,,,
9,O-02,7/9/2002,1BE--1PE--1SH--2BE,72,0.021522,12090,1PE,30,,,
9,O-02,7/9/2002,1BE--1PE--1SH--2BE,72,0.021522,12090,1SH,,,,
9,O-08,9/18/2002,1BE--2BE,75,0.036359999,12091,1BE,30,,,
9,O-08,9/18/2002,1BE--2BE,75,0.036359999,12091,2BE,30,,,
9,O-31,7/9/2002,1ES,50,0.013528,12092,1ES,28,,730,
9,O-32,9/12/2002,1BE--1SH--2BE,120,0.017867001,12093,1BE,31,,,
9,O-32,9/12/2002,1BE--1SH--2BE,120,0.017867001,12093,1SH,,,,
9,O-32,9/12/2002,1BE--1SH--2BE,120,0.017867001,12093,2BE,29,,,
9,O-33,9/18/2002,1BE--1SH--2BE,75,0.02197,12094,1BE,30,,,
9,O-33,9/18/2002,1BE--1SH--2BE,75,0.02197,12094,1SH,,,,
9,O-33,9/18/2002,1BE--1SH--2BE,75,0.02197,12094,2BE,30,,,
9,O-35,7/8/2002,1ES,32,0.055300001,12095,1ES,34,,700,
9,OK-01,7/26/2002,1ES,29,0.055679999,12098,1ES,41,,575,
9,OKA-01,7/26/2002,1ES,22,0.047350001,12099,1ES,32,,600,
9,OL-02,7/22/2002,1ES,32,0.063069999,12100,1ES,38,,580,
9,ON-01,7/23/2002,1ES,19,0.0339,12101,1ES,39,,630,
9,OO-01,7/22/2002,1ES,36,0.094700001,12102,1ES,30,,670,
9,OP-01,7/23/2002,1ES,23,0.059280001,12103,1ES,37,,670,
9,OPC-01,7/23/2002,1ES,31,0.075000003,12104,1ES,20,,455,
9,OQ-01,7/15/2002,1ES,35,0.199361995,12105,1ES,45,,640,
9,OQA-01,7/16/2002,1ES,19,0.111359999,12106,1ES,31,,600,
9,OQC-01,7/15/2002,1ES,16,0.094700001,12107,1ES,32,,400,
9,OR-01,7/16/2002,1ES,31,0.086170003,12108,1ES,33,,400,
9,OS-03,7/11/2002,1ES,34,0.086170003,12109,1ES,27,,560,
9,OT-03,7/10/2002,1ES,38,0.033709999,12110,1ES,45,,700,
9,OU-01,7/10/2002,1ES,40,0.145640001,12111,1ES,55,,670,
9,OW-01,7/8/2002,1BE--1PE--1SH--2BE,59,0.014796,12112,1BE,30,,,
9,OW-01,7/8/2002,1BE--1PE--1SH--2BE,59,0.014796,12112,1PE,25,,,
9,OW-01,7/8/2002,1BE--1PE--1SH--2BE,59,0.014796,12112,1SH,,,,
9,OW-01,7/8/2002,1BE--1PE--1SH--2BE,59,0.014796,12112,2BE,30,,,
9,OZYA-01,9/27/2002,1ES,20,,12113,1ES,36,,,
9,OZZJ-01,7/11/2002,1ES,16,0.157828003,12114,1ES,26,,340,
9,OZZU-01,7/10/2002,1PE,6,0.136999995,12115,1PE,34,,,
9,OZZW-01,9/17/2002,1PE,6,0.032000002,12116,1PE,30,,,
9,O-47,9/11/2003,1BE--1SH--2BE,78,0.056249999,12149,1BE,30,,,
9,O-47,9/11/2003,1BE--1SH--2BE,78,0.056249999,12149,1SH,,2,,
9,O-47,9/11/2003,1BE--1SH--2BE,78,0.056249999,12149,2BE,30,,,
9,O-17,9/11/2003,1BE--1SH--2BE,70,0.01605,12150,1BE,30,,,
9,O-17,9/11/2003,1BE--1SH--2BE,70,0.01605,12150,1SH,,4,,
9,O-17,9/11/2003,1BE--1SH--2BE,70,0.01605,12150,2BE,15,,,
7,E-05,8/26/2003,1BE--1SH--2BE,107,0.030547,12152,1BE,30,,,
7,E-05,8/26/2003,1BE--1SH--2BE,107,0.030547,12152,1SH,,5,,
