StationCode,StreamName,Location,Latitude_DDeg,Longitude_DDeg,TYPE
DTE-06,WAUBANSEE CREEK,0 MI SE AURORA ON WATERFORD DRIVE,41.72815,-88.28071667,STREAM
DTF-02,FERSON CREEK,2 MI NW ST CHARLES,41.93328,-88.3411,STREAM
DTFA-02,OTTER CREEK,"2.8 MI SW SOUTH ELGIN, 200 FT S MCDONALD RD",41.985,-88.3558333,STREAM
DTG-01,POPLAR CREEK,S EDGE ELGIN,42.01437,-88.26931,STREAM
DTG-05,POPLAR CREEK,"JAY ST EXTENDED, 0.2 MI N OF RT 20 IN ELGIN",42.02258,-88.25795,STREAM
DTG-06,POPLAR CREEK,RT 19 BR 0.2 MI S RT 19 IN ELGIN AT ELGIN HS,42.0282,-88.2444,STREAM
DTG-07,POPLAR CREEK,RT 58 BR 1 MI W OF RT 59 ELGIN AND 0.2 MI DNS RT 58,42.0435,-88.2142,STREAM
DTG-08,POPLAR CREEK,RT 58 BR 1.1 MI W OF RT 59 ELGIN AND 0.2 MI UPS RT 58,42.04626,-88.21293,STREAM
DTG-09,POPLAR CREEK,0.3 MI ESE RT 59 AND RT 58 INTERSECTION ELGIN,42.04436,-88.18821,STREAM
DTK-01,NIPPERSINK CREEK,RT 12 CO LN NW FOX LAKE,42.41523,-88.19985,STREAM
DTK-02,NIPPERSINK CREEK,0.25 MI DNS WONDER LAKE,42.41445,-88.34274,STREAM
DTK-04,NIPPERSINK CREEK,"WINN RD BR, 200 FT S OF MAIN ST AND 0.6 MI W OF SPRING GROVE AT FISH HATCHERY",42.44361,-88.2473,STREAM AMBIENT
DTK-06,NIPPERSINK CREEK,6 MI N OF WOODSTOCK,42.39957,-88.43074,STREAM
DTK-07,NIPPERSINK CREEK,"OLD RICHMOND ROAD 2.7 MI NNE RINGWOOD IN GLACIAL PARK, MCHENRY CO CONS DIST",42.4307,-88.2925,STREAM
DTK-08,NIPPERSINK CREEK,"RT 31 BR 2.6 MI N OF RINGWOOD IN GLACIAL PARK, MCHENRY CO CONS DIST",42.4282,-88.3018,STREAM
DTK-09,NIPPERSINK CREEK,UPS GREENWOOD RD SE OF GREENWOOD,42.38767,-88.390839,STREAM
DTKA-04,NORTH BRANCH,0.5 MI SE RICHMOND,42.46493,-88.29991,STREAM
DTKA-05,NORTH BRANCH,1 MI N OF RICHMOND IN MCHENRY CO CONS DIST PROPERTY,42.4892,-88.3235,STREAM
DTKAA-03,NORTH CREEK,RT 173 BR 1 MI E RICHMOND,42.4797222,-88.2897222,STREAM
DTKA-R-C4,NORTH BRANCH,SOLON RD BR 2.2 MI S OF RICHMOND AND 4.5 MI DNS RICHMOND WWTP,42.4399,-88.296,STREAM FACILITY
DTKBA-01,U-TRIB SOUTH BRANCH NIPPERSINK CREEK,RT 47 BR 4.4 MI S HEBRON,42.3882,-88.4425,STREAM
DTKBA-02,U-TRIB SOUTH BRANCH NIPPERSINK CREEK,CHARLES ROAD 3.7 MI NNW OF WOODSTOCK,42.3646,-88.4725,STREAM
DTKB-WN-C4,SOUTH BRANCH NIPPERSINK CREEK,CHARLES RD (CR 1) BR 1.6 MI NW OF WOODSTOCK AND 1.7 MI DNS WOODSTOCK N WWTP,42.3609,-88.4553,STREAM FACILITY
DTZB-02,BUCK CREEK,1.5 MI W OF WEDRON,41.43661,-88.80376,STREAM
DTZI-01,ROB ROY CREEK,RIVER RD SE PLANO,41.63672,-88.52977,STREAM
DTZI-02,ROB ROY CREEK,RT 34 BR 2.3 MI NW OF YORKVILLE,41.6612,-88.4819,STREAM
DTZI-03,ROB ROY CREEK,CORNEILS RD 3.3 MI NNW YORKVILLE,41.69,-88.4639,STREAM
DTZI-04,ROB ROY CREEK,GALENA RD 4.3 MI N OF YORKVILLE,41.7051,-88.4467,STREAM
DTZP-03,TYLER CREEK,500 YDS UPS RT 31 BR,42.0624611,-88.2980167,STREAM
DTZP-04,TYLER CREEK,RANDALL RD 1 MI W ELGIN,42.05688,-88.33801,STREAM
DTZP-05,TYLER CREEK,0.5 MI W ELGIN ON HOXIE ROAD BRIDGE,42.043825,-88.31685,STREAM
DTZP-06,TYLER CREEK,1.6 MI NW ELGIN ON TIMBER RIDGE ROAD,42.07107222,-88.35734167,STREAM
DTZP-07,TYLER CREEK,3.3 MI NW ELGIN ON MCCORNACK ROAD,42.08948889,-88.37988889,STREAM
DTZS-01,FLINT CREEK,KELSEY RD LK BARRINGTON,42.2111,-88.17345,STREAM
DTZS-02,FLINT CREEK,NEAR BARRINGTON HILLS,42.1540222,-88.1520083,STREAM
DTZT-01,BOONE CREEK,RT 120&31 BR MCHENRY,42.34569,-88.26884,STREAM
DTZT-02,BOONE CREEK,3 MI SW OF MCHENRY,42.32066,-88.31258,STREAM
DU-01,NETTLE CREEK,GEBHARD WOODS STATE PK,41.3575,-88.4388889,STREAM
DU-02,NETTLE CREEK,RT 6 BR 2.8 MI W OF MORRIS,41.370556,-88.469722,STREAM
DU-03,NETTLE CREEK,GORE RD 3 MI NW OF MORRIS,41.3854,-88.4677,STREAM
DU-04,NETTLE CREEK,PIONEER RD 5 MI NW OF MORRIS,41.4022,-88.4995,STREAM
DU-05,NETTLE CREEK,UPS PIONEER RD 5.3 MI NW OF MORRIS,41.4022,-88.5058,STREAM
DU-06,NETTLE CREEK,WILLIAMS RD 6.7 MI NW OF MORRIS AT HOLDERMAN AND HOGE CEMETERY,41.4047,-88.5369,STREAM
DU-07,NETTLE CREEK,"S OF SCOTT SCHOOL RD AND NETTLE SCHOOL RD INTERSECTION, 4.5 MI NW OF MORRIS",41.4108,-88.5101,STREAM
DUA-01,EAST FORK NETTLE CREEK,NORTHERN AVE BR,41.3638889,-88.4297222,STREAM
DUA-02,EAST FORK NETTLE CREEK,LISBON RD 2.8 MI N OF MORRIS AT MIDDLE RD EXTENDED,41.39627,-88.44187,STREAM
DUB-01,WEST FORK NETTLE CREEK,HOGE RD 6.8 MI NW OF MORRIS,41.4139,-88.5282,STREAM
DV-02,MAZON RIVER,I-55 BR 2 MI NNE GARDNER,41.21521,-88.29083,STREAM
DV-04,MAZON RIVER,RT 113 BR 4 MI W COAL CITY,41.28619,-88.36025,STREAM AMBIENT
DV-08,MAZON RIVER,SPRING RD 4.0 MI W OF COAL CITY,41.271667,-88.359722,STREAM
DVD-01,JOHNNY RUN,2.5 MI NE MAZON SPRING RD,41.27081,-88.39294,STREAM
DVE-02,WEST FORK MAZON RIVER,6 MI N DWIGHT GARDNER RD,41.18258,-88.43491,STREAM
DVE-03,WEST FORK MAZON RIVER,2.5 MI ESE MAZON BRACEVILLE RD,41.22777,-88.37411,STREAM
DVF-01,EAST FORK MAZON RIVER,0.1 MI SO S WILMINGTON GOODFARM RD,41.15744,-88.27273,STREAM
DW-01,AUXSABLE CREEK,RT 6 BR 6 MI NE MORRIS,41.41704,-88.34768,STREAM AMBIENT
DW-03,AUXSABLE CREEK,2.2 MI NW MINOOKA,41.48329,-88.3004,STREAM
DW-07,AUXSABLE CREEK,"9.5 MI W SHOREWOOD, N OF RT 52",41.5122222,-88.3108333,STREAM
DW-08,AUXSABLE CREEK,"SE SEWARD, SOUTH OF RT 52 AT BELL RD",41.4977778,-88.2994444,STREAM
DW-99,AUXSABLE CREEK,SE MORRIS US CONFL ILL R,41.39652,-88.33047,STREAM
DZA-02,OTTER CREEK,FIELDON ROSEDALE RD BR 5 MI W 2 MI N OTTERVILLE,39.07298,-90.49277,STREAM
DZA-03,OTTER CREEK,DABBS NORTH RD BR 2.5 MI W AND 1 MI N OTTERVILLE,39.06181,-90.45291,STREAM
DZAF-01,SOUTH FORK OTTER CREEK,LIBERTY RIDGE RD 2 MI W OTTERVILLE,39.05029,-90.44141,STREAM
DZC-01,BLUE CREEK,CO RD 3850E BR 3 MI NNW OF FLORENCE,39.66336,-90.64284,STREAM
DZC-07,BLUE CREEK,CO RD 3650E BR 2 MI N OF DETROIT,39.6453,-90.679547,STREAM
DZG-02,QUIVER CREEK,CO RD 2280 E BR 0.25 MI S TOPEKA,40.32328,-89.92808,STREAM
DZGB-01,MAIN DITCH,CO RD 3300 E BR 5.5 MI ESE OF FOREST CITY,40.33763,-89.733867,STREAM
DZGBB-01,RED OAK DITCH,CO RD 3100E BR 4 MI NE OF EASTON,40.2935556,-89.7720056,STREAM
DZGBC-01,ALLENS GROVE DITCH,CO RD 1800N BR 5.5 MI SW OF FOREST CITY,40.3190444,-89.7483278,STREAM
DZH-01,COPPERAS CREEK,E EDGE BANNER,40.51667,-89.90458,STREAM
DZIA-02,WEST BRANCH LAMARSH CREEK,2.7 MI N OF MAPLETON OFF MCCULLOUGH RD AT VICTORY ACRES MINISTRIES,40.60621,-89.73509,STREAM
DZIAA-01,LARGENT CREEK,RIKENA RD BR 3.5 MI W OF BARTONVILLE,40.6459389,-89.7481194,STREAM
DZP-01,SPRING CREEK,AT SPRING VALLEY DNS RR BR,41.3186,-89.19609,STREAM
DZS-01,COVEL CREEK,RT 23 S OTTAWA,41.2938889,-88.8361111,STREAM
DZX-01,WAUPECAN CREEK,3.3 MI S OF MORRIS ON DWIGHT RD,41.297778,-88.429167,STREAM
DZZJ-01,WALNUT CREEK,CANNON RD BR 2.5 MI NW WINCHESTER,39.651613,-90.495738,STREAM
DZZJA-01,PLUM CREEK,MCGLAUGHLIN RD BR 5 MI S BLUFFS,39.674241,-90.542269,STREAM
DZZP-02,FARM CREEK,1 MI ESE SUNNYLAND,40.68612,-89.47331,STREAM
DZZP-04,FARM CREEK,"REESER RD BR AT FARMDALE, EAST PEORIA",40.6680556,-89.5202778,STREAM
E-05,SANGAMON RIVER,"RM 117.8, CR 600 E BR AT LINCOLN TRAIL STATE PARK, 0.75 MI N OF MT AUBURN RD AND 5 MI SE OF NIANTIC",39.79687,-89.10468,STREAM AMBIENT INACTIVE
E-06,SANGAMON RIVER,"RM 130.8, LAKE DECATUR WATER INTAKE (LINCOLN PARK DR) AT LAKE DECATUR DAM",39.82679,-88.95571,STREAM AMBIENT
E-16,SANGAMON RIVER,"ROBY RD BR, 0.25 MI N OF CR 2675 N AND 4.5 MI S OF MECHANICSBURG AT ROBY, RM 99.6",39.74253,-89.40149,STREAM AMBIENT INACTIVE
E-18,SANGAMON RIVER,"BRIDGE ST BR AT COUNTY FARM RD (1550N), 0.4 MI W OF MONTICELLO, RM 162.6",40.03093,-88.58843,STREAM AMBIENT
E-19,SANGAMON RIVER,"US 150 (OAK ST) BR, 100 YDS E OF SR 47 ON E EDGE OF MAHOMET, RM 186.1",40.19161,-88.40002,STREAM
E-24,SANGAMON RIVER,"SR 123 (SANGAMON AVE) BR ON E EDGE OF PETERSBURG, RM 47.1",40.01291,-89.83809,STREAM AMBIENT INACTIVE
E-25,SANGAMON RIVER,"SR 97 BR, 1.8 MI NW OF OAKFORD AND 2.4 SE OF KILBOURNE, RM 27.3",40.12389,-89.98453,STREAM AMBIENT
E-26,SANGAMON RIVER,"OLD US 36, 0.6 MI NE OF CAMP BUTLER RD AND 0.5 MI SW OF RIVERTON, RM 84.7",39.83704,-89.54592,STREAM AMBIENT
E-29,SANGAMON RIVER,"US 136 BR AT CR 700 E, 1 MI E OF FISHER, RM 201.5",40.3109,-88.32263,STREAM AMBIENT
E-33,SANGAMON RIVER,"CR 4100 E BR, 0.7 MI S OF HUTH HILL RD AND 2.5 MI SE OF SAYBROOK, RM 222.7",40.41032,-88.47901,STREAM
ECB-01,LONG BRANCH,CO RD 320N BR 4 MI SW OF OAKFORD,40.1084917,-90.0716167,STREAM
EE-04,PANTHER CREEK,CREEK RD 0.6 MI SE OF REED RD AND 3 MI SW OF CHANDLERVILLE,40.0178,-90.1126,STREAM
EEA-02,COX CREEK,"CREEK RD BR AT REED RD, 2.5 MI SE OF CHANDLERVILLE IN JIM EDGAR STATE FISH AND WILDLIFE AREA",40.0236111,-90.1158333,STREAM
EG-02,CLARY CREEK,5 MI S OAKFORD,40.025,-89.95984,STREAM
EH-02,CRANE CREEK,"CR 1200 N BR, 0.5 MI E OF CR 2500 E AND 1.5 MI W OF EASTON",40.23144,-89.87637,STREAM
EHF-01,HARDIN DITCH,2 MI NNW OF EASTON RD 1400N,40.2604778,-89.8576806,STREAM
EHG-01,FURRER DITCH,2.5 MI NE OF EASTON RD 2950E,40.2574694,-89.8008417,STREAM
EHH-01,CENTRAL DITCH,2 MI NE OF EASTON RD 2800E,40.2609583,-89.8286389,STREAM
EHI-01,HERGET DRAINAGE DITCH,7 MI E OF KILBOURNE ON CO RD 600N,40.1497667,-89.8794667,STREAM
EHI-02,HERGET DRAINAGE DITCH,6 MI E OF KILBOURNE ON CO RD 2450E,40.1547028,-89.8939167,STREAM
EI-02,SALT CREEK,"SR 29 BR, 0.8 MI S OF MAXWELL RD (580N) AND 3.4 MI N OF GREENVIEW, RM 4.9",40.1336,-89.73538,STREAM AMBIENT
EI-06,SALT CREEK,"CR 500 E BR, 0.4 MI SE OF SR 54 AND 2 MI NE OF KENNEY, RM 63.5",40.1148,-89.04897,STREAM AMBIENT INACTIVE
EI-07,SALT CREEK,"SR 54 BR, 150 YDS SW OF CR 1600 N AND 3 MI NE OF FARMER CITY, RM 102.7",40.28083,-88.60391,STREAM
EI-11,SALT CREEK,RT 66 BR 1 MI S LINCOLN,40.13075,-89.3888,STREAM
EI-12,SALT CREEK,CO RD 825E BR 4 MI SSW OF CLINTON,40.0974444,-88.9891944,STREAM
EI-13,SALT CREEK,RT 10 BR 3 MI ESE CLINTON,40.1344444,-88.8848333,STREAM
EI-17,SALT CREEK,"CR 250 E BR, 0.3 MI S OF CR 1300 N AND 2 MI E OF MIDDLETOWN, RM 17.4",40.10223,-89.55083,STREAM
EID-01,SUGAR CREEK,"SR 10 BR, 0.8 MI W OF CR 500 E AND 3.3 MI E OF NEW HOLLAND, RM 7.2",40.17581,-89.51877,STREAM
EID-07,SUGAR CREEK,2.5 MI SE OF NEW HOLLAND,40.16032,-89.55138,STREAM
EID-15,SUGAR CREEK,"CR 2550 N BR, 300 YDS W OF CR 1450 E AND 2 MI ESE OF UNION, RM 23.1",40.28384,-89.33222,STREAM
EID-16,SUGAR CREEK,"CR 1000 N BR, 200 YDS W OF CR 820 E AND 4 MI SW OF BLOOMINGTON, RM 44.2",40.42917,-89.08132,STREAM
EIDA-01,PRAIRIE CREEK,"CR 800 N BR, 0.8 MI E OF CR 3900 E AND 1.5 MI SW OF NEW HOLLAND",40.17924,-89.60721,STREAM
EIDB-02,WEST FORK SUGAR CREEK,"ARMINGTON RD (100N) BR, 0.4 MI E OF HORNER RD AND 1.25 MI W OF ARMINGTON",40.33883,-89.33743,STREAM
EIDC-01,TIMBER CREEK,"CR 530 N BR, 0.8 MI E OF CR 600 E AND 1.25 MI WSW OF FUNKS GROVE",40.36052,-89.13703,STREAM
EIDE-01,MIDDLE FORK SUGAR CREEK,"CR 150 E BR, 0.2 MI N OF CR 800 N AND 2.5 MI SSW OF STANFORD",40.40121,-89.23659,STREAM
EIE-03,KICKAPOO CREEK,RT 136 DNS BR 2 MI W HEYWORTH,40.3116278,-89.0143889,STREAM
EIE-08,KICKAPOO CREEK,"UPS OF US 136 BR, 1 MI E OF CR 1200 E AND 1.75 MI W OF HEYWORTH, RM 35.9",40.3121,-89.01427,STREAM
EIE-09,KICKAPOO CREEK,4 MI SW HEYWORTH,40.28934,-89.05891,STREAM
EIE-10,KICKAPOO CREEK,"OLD SR 121 BR, 0.3 MI N OF OLD US BUS 66 ON NW EDGE OF LINCOLN, RM 6.1",40.1683,-89.38681,STREAM
EIE-14,KICKAPOO CREEK,2.2 MI NNE OF HEYWORTH,40.3441667,-88.9558333,STREAM
EIE-17,KICKAPOO CREEK,N 2000 E RD BR NW EDGE OF DOWNS,40.39979722,-88.8819,STREAM
EIE-19,KICKAPOO CREEK,EAST EDGE OF GROVE DEVELOPMENT DNS OF CO RD 2100E,40.46745,-88.86438,STREAM
EIE-20,KICKAPOO CREEK,CO RD 1300N 3 MI E BLOOMINGTON AIRPORT,40.47243,-88.85178,STREAM
EIE-21,KICKAPOO CREEK,US 150 BR N EDGE OF DOWNS,40.4011,-88.8725,STREAM
EIE-22,KICKAPOO CREEK,DNS IRELAND RD BR 3.2 MI SE OF BLOOMINGTON,40.45807,-88.87793,STREAM
EIEE-01,LONG POINT CREEK,"CR 700 E BR, 150 YDS S OF CR 1500 N AND 3.5 MI SW OF HEYWORTH",40.2667,-89.0152,STREAM
EIEI-01,LITTLE KICKAPOO CREEK-NORTH,2 MI N OF HEYWORTH,40.3451,-88.9783333,STREAM
EIEI-02,LITTLE KICKAPOO CREEK-NORTH,"CR 700 N BR, 0.25 MI W OF CR 1675 E AND 5.5 MI SE OF BLOOMINGTON",40.3858333,-88.9516667,STREAM
EIEI-03,LITTLE KICKAPOO CREEK-NORTH,"CR 550 N BR, 0.3 MI E OF CR 1550 E AND 3.5 MI NNE OF HEYWORTH",40.36472222,-88.96388889,STREAM
EIEK-01,LITTLE KICKAPO CREEK-EAST,CO RD 2000E 1 MI SW OF DOWNS,40.383667,-88.881856,STREAM
EIF-01,DEER CREEK,3.5 MI ESE OF LINCOLN,40.13017,-89.29169,STREAM
EIG-01,LAKE FORK,"CR 1100 E BR, 0.2 MI N OF SR 54 AND 1.3 MI NE OF CORNLAND",39.95119,-89.38353,STREAM AMBIENT
EIGB-01,NORTH FORK LAKE FORK,3 MI W OF LATHAM,39.96969,-89.219,STREAM
EIH-01,TEN MILE CREEK,"CR 500 E BR, 0.6 MI N OF SR 54 AND 3 MI NE OF KENNEY",40.1295,-89.0476,STREAM
EII-01,COON CREEK,"CR 500 N BR, 1.8 MI W OF US 51 AND 2.5 MI SW OF CLINTON",40.12427,-88.99888,STREAM
EIJ-02,NORTH FORK SALT CREEK,"CR 1500 N BR, 0.3 MI W OF CR 1925 E AND 5.5 MI N OF DEWITT",40.267922,-88.784586,STREAM
EIZA-02,U-TRIB SALT CREEK,4 MI NW BROADWELL UPS 1075N RD AND CONFL WITH WEST BRANCH,40.074572,-89.515122,STREAM
EIZA-03,U-TRIB SALT CREEK,4 MI NW BROADWELL UPS 1075N RD AND CONFL WITH EAST BRANCH,40.072589,-89.512385,STREAM
EIZAA-01,WEST BRANCH U-TRIB SALT CREEK,4 MI NW BROADWELL UPS 1075N RD AND CONFL WITH U-TRIB,40.075108,-89.516681,STREAM
EIZAB-01,EAST BRANCH U-TRIB SALT CREEK,4 MI NW BROADWELL UPS 1075N RD AND CONFL WITH U-TRIB,40.072881,-89.511827,STREAM
EK-03,RICHLAND CREEK,"TAYLOR HOMESTEAD RD BR, 1.5 MI SW OF SALISBURY",39.8779,-89.8264,STREAM
EL-01,SPRING CREEK-WEST,"BRUNS LANE BR, 0.3 MI S OF VETERANS PKWY ON NW EDGE OF SPRINGFIELD",39.821,-89.68702,STREAM AMBIENT
EL-03,SPRING CREEK-WEST,"BOMKE RD BR, 2 MI NW OF RIDDLE HILL",39.7944444,-89.8008333,STREAM
EM-01,FANCY CREEK,"SHERMAN RD BR AT WALDROP PARK, 1 MI E OF BUS 55 ON NE EDGE OF SHERMAN",39.8956,-89.585778,STREAM
EO-04,SOUTH FORK SANGAMON RIVER,2 MI W EDINBURG,39.65479,-89.43389,STREAM
EO-12,SOUTH FORK SANGAMON RIVER,MECHANICSBURG RD BR 5 MI N ROCHESTER,39.802,-89.5412,STREAM
EO-15,SOUTH FORK SANGAMON RIVER,"CO RD 1500N BR 2 MI SE OF KINCAID AT IDNR PROPERTY, RM 41.9",39.5678,-89.3791,STREAM
EOA-04,SUGAR CREEK,"BAB RD BR, 0.25 MI S OF HUDSON RD AND 2 MI NE OF AUBURN",39.60746,-89.71243,STREAM
EOAA-01,LICK CREEK,"REYHAN RD BR, 0.5 MI W OF FREDERICK RD AND 2 MI E OF LOAMI",39.67838,-89.80745,STREAM
EOC-02,HORSE CREEK,"BLACK DIAMOND RD BR, 1 MI N OF DIVERNON RD AND 0.5 MI S OF PAWNEE",39.58235,-89.57187,STREAM
EOCA-01,BRUSH CREEK,"PAWNEE RD BR, 0.75 MI S OF NEW CITY RD AND 4.5 MI NNW OF PAWNEE",39.64868,-89.60255,STREAM
EOCA-05,BRUSH CREEK,4 MI N OF PAWNEE,39.66035,-89.59096,STREAM
EOF-06,BEAR CREEK,"CR 1100 N BR, 0.4 MI E OF CR 700 E AND 3.5 MI NNE OF PALMER",39.5097,-89.3968,STREAM
EOH-01,FLAT BRANCH,"CR 1400 N (LINCOLN TRAIL) BR, 0.25 MI W OF LAKESIDE DR AND 1 MI E OF TAYLORVILLE",39.55256,-89.25351,STREAM AMBIENT
EOH-02,FLAT BRANCH,"CR 2300 E BR, 0.25 MI S OF CR 1800 N AND 4.5 MI SW OF MOWEAQUA",39.60738,-89.10043,STREAM
EQ-01,MOSQUITO CREEK,"CR 1550 E BR, 2 MI N OF CR 2930 N AND 2.5 MI NE OF MT AUBURN",39.79938,-89.26958,STREAM
ERA-01,LONG POINT SLOUGH,1.5 MI S ILLIOPOLIS,39.82973,-89.23627,STREAM
ES-03,STEVENS CREEK,SUMMIT ST NW EDGE DECATUR,39.87234,-88.99064,STREAM
ES-06,STEVENS CREEK,1 MI NW OF FORSYTH,39.9485305,-88.9765027,STREAM
ES-13,STEVENS CREEK,"IN FAIRVIEW PARK NEAR PARK RD, 400 FT UPS OF W MAIN ST ON SW EDGE OF DECATUR",39.84418,-89.00032,STREAM
EV-04,FRIENDS CREEK,"CEMETARY RD (2200E) BR, 1 MI N OF SR 48 AND 1.75 MI NE OF ARGENTA",40.0056,-88.80346,STREAM
EW-01,CAMP CREEK,"CR 1225 E BR, 0.25 MI N OF CR 1800 N AND 3 MI NE OF MONTICELLO",40.05824,-88.52035,STREAM
EX-01,GOOSE CREEK,"CR 1950 N BR, 200 YDS E OF DELAND-MONTICELLO RD AND 3.5 MI SE OF DELAND",40.07613,-88.62072,STREAM
EY-01,DRUMMER CREEK,3.25 MI S GIBSON CITY ON CO RD 075N,40.40961,-88.37991,STREAM
EZM-07,BUCKHART CREEK,"EDINBURGH RD (800E) BR, 0.9 MI S OF CR 2675 N AND 1.2 MI SE OF ROBY",39.725503,-89.387619,STREAM
EZS-01,WILDCAT CREEK,3 MI W MONTICELLO,40.0177194,-88.6348639,STREAM
EZT-01,MADDEN CREEK,2 MI NE LODGE,40.13432,-88.53076,STREAM
EZU-01,BIG DITCH,"CR 2500 N BR, 0.25 MI E OF CR 500 E AND 3.5 MI NE OF MAHOMET",40.23782,-88.3613,STREAM
EZW-01,LONETREE CREEK,CO RD 300E 1.5 MI E OF FOOSLAND,40.36082,-88.403897,STREAM
EZZH-02,DICKERSON SLOUGH,"CR 050 N BR, 0.5 MI E OF CR 600 AND 5 MI SE OF GIBSON CITY",40.405867,-88.338522,STREAM
EZZN-01,ROCK CREEK,"BOY SCOUT TRAIL RD BR, 3 MI SW ATHENS",39.9316,-89.8025,STREAM
F-01,KANKAKEE RIVER,I-55 BR 3 MI NW WILMINGTON,41.35007,-88.19178,STREAM AMBIENT INACTIVE
F-02,KANKAKEE RIVER,RT 1 BR AT MOMENCE,41.16016,-87.6626,STREAM AMBIENT
F-03,KANKAKEE RIVER,ILL-IND STATE LINE,41.16603,-87.52657,STREAM
F-04,KANKAKEE RIVER,KANKAKEE-WILL CO LINE BR,41.20818,-88.01177,STREAM
F-06,KANKAKEE RIVER,RT 17 BR 4 MI E KANKAKEE,41.12004,-87.75077,STREAM
F-07,KANKAKEE RIVER,RT 113 BR 0.5 MI SE WILEY CREEK,41.15839,-87.93784,STREAM
F-08,KANKAKEE RIVER,NEAR CUSTER PARK,41.24754,-88.12934,STREAM
F-09,KANKAKEE RIVER,NEAR AROMA PARK,41.08254,-87.82232,STREAM
F-11,KANKAKEE RIVER,DNS OF WILMINGTON DAM,41.300633,-88.1514,STREAM
F-12,KANKAKEE RIVER,100 YDS DNS KANKAKEE DAM,41.11336,-87.86835,STREAM
F-13,KANKAKEE RIVER,NORTH CHANNEL ALTORF-LANGHAM ISLAND IN KANKAKEE RIVER STATE PARK,41.1880556,-87.9633333,STREAM
F-14,KANKAKEE RIVER,1.7 MI UPS DES PLAINES RIVER,41.3666694,-88.2492667,STREAM
F-15,KANKAKEE RIVER,4.5 MI E(UPS)OF MOMENCE AND 0.5 MI N OF RT 114 AT DNR PROPERTY,41.1606,-87.592428,STREAM
F-16,KANKAKEE RIVER,RT 53 BR WILMINGTON,41.30547,-88.15133,STREAM AMBIENT
FA-01,PRAIRIE CREEK,RIVER ROAD BR 3 MI NW OF WILMINGTON,41.3424,-88.18246,STREAM
FA-02,PRAIRIE CREEK,3 MI N  WILMINGTON ON DOYLE ROAD,41.36226667,-88.16621944,STREAM
FA-03,PRAIRIE CREEK,CO RD 2W BR 3 MI S  ELWOOD,41.35979444,-88.11219444,STREAM
FA-04,PRAIRIE CREEK,ROWELL RD BR 3 MI SE ELWOOD,41.37643056,-88.05785278,STREAM
FA-06,PRAIRIE CREEK,CHERRY HILL RD BR 4.5 MI E ELWOOD,41.3981,-88.0197,STREAM
FA-07,PRAIRIE CREEK,KANKAKEE ST 2.5 MI ESE OF MANHATTAN,41.4099,-87.9413,STREAM
FB-01,FORKED CREEK,AT LEASURE RD RITCHIE,41.25524,-88.10557,STREAM
FB-02,FORKED CREEK,10 MI ESE WILMINGTON ON BALLOU RD,41.27815,-88.01693,STREAM
FB-03,FORKED CREEK,WASHINGTON ST EXTENDED IN WILMINGTON 0.4 MI UPS OF KANKAKEE R CONFLUENCE,41.3118,-88.144,STREAM
FB-04,FORKED CREEK,KAHLER RD 1.2 MI SE OF WILMINGTON,41.2984,-88.1255,STREAM
FB-05,FORKED CREEK,0.9 MI NE OF WILTON CENTER IN LAUGHTON FP,41.3602,-87.9446,STREAM
FB-06,FORKED CREEK,ELSNER RD 6.4 MI S OF FRANKFORT,41.4047,-87.8637,STREAM
FBA-01,JORDAN CREEK,ALLOTT RD 1.8 MI E OF WILMINGTON,41.3098,-88.109,STREAM
FBC-02,SOUTH BRANCH FORKED CREEK,CO RD 7000W WILL-KANK CO LINE,41.26563,-88.01333,STREAM
FBC-04,SOUTH BRANCH FORKED CREEK,ELEVATOR RD 4.2 MI SSE OF WILTON CENTER,41.2993,-87.9196,STREAM
FC-01,HORSE CREEK,2.5 MI NE ESSEX AT CLOSED BR,41.19798,-88.14799,STREAM
FCC-01,EAST BRANCH HORSE CREEK,CO RD 2000N 2 MI W BONFIELD,41.14618,-88.09987,STREAM
FF-01,ROCK CREEK,CO RD 5000W KANKAKEE RIVER STATE PARK,41.22122,-87.97344,STREAM
FFB-01,SOUTH BRANCH ROCK CREEK,3 MI SW MANTENO CO RD 1000W,41.23619,-87.89613,STREAM
FFBA-01,BLACK WALNUT CREEK,1.5 MI S PEOTONE AT KENNEDY RD,41.3102,-87.7908,STREAM
FKA-01,EXLINE SLOUGH,0.9 MI SSW EXLINE,41.13715,-87.77757,STREAM
FKA-02,EXLINE SLOUGH,CO RD 1000N BR 5.1 MI E MANTENO,41.2659,-87.7399,STREAM
FL-02,IROQUOIS RIVER,"CR 7760 S BR, 1.2 MI E OF CR 1000E AND 5.8 MI SW OF ST ANNE",41.00793,-87.82304,STREAM AMBIENT
FL-04,IROQUOIS RIVER,RT 52 BR (MAIN ST) 0.1 MI S OF IROQUOIS,40.82319,-87.58158,STREAM AMBIENT
FL-05,IROQUOIS RIVER,CO RD BR 3 MI S L'ERABLE,40.85881,-87.84158,STREAM
FL-06,IROQUOIS RIVER,CO RD BR 3.5 MI ENE WATSEKA,40.79143,-87.65327,STREAM
FL-07,IROQUOIS RIVER,RT 1 BR WATSEKA,40.79338,-87.7447,STREAM
FLA-01,MINNEE CREEK,3 MI SW OF AROMA PARK,41.0483333,-87.8541667,STREAM
